ICAO,IATA,Name,Type,Municipality,Country
KCNU,CNU,Chanute Martin Johnson Airport,Medium airport,Chanute,United States
CYMT,YMT,Chapais Airport,Medium airport,Chibougamau,Canada
CYLD,YLD,Chapleau Airport,Medium airport,Chapleau,Canada
KMKC,MKC,Charles B. Wheeler Downtown Airport,Medium airport,Kansas City,United States
KSTS,STS,Charles M. Schulz Sonoma County Airport,Medium airport,Santa Rosa,United States
CYML,YML,Charlevoix Airport,Medium airport,Charlevoix,Canada
CYCL,YCL,Charlo Airport,Medium airport,Charlo,Canada
KCHO,CHO,Charlottesville Albemarle Airport,Medium airport,Charlottesville,United States
CYYG,YYG,Charlottetown Airport,Medium airport,Charlottetown,Canada
KJHW,JHW,Chautauqua County-Jamestown Airport,Medium airport,Jamestown,United States
KTVC,TVC,Cherry Capital Airport,Medium airport,Traverse City,United States
KNKT,,Cherry Point MCAS /Cunningham Field/,Medium airport,Cherry Point,United States
CYCS,YCS,Chesterfield Inlet Airport,Medium airport,Chesterfield Inlet,Canada
MMCM,CTM,Chetumal International Airport,Medium airport,Chetumal,Mexico
CYCQ,YCQ,Chetwynd Airport,Medium airport,Chetwynd,Canada
CYHR,YHR,Chevery Airport,Medium airport,Chevery,Canada
KCYS,CYS,Cheyenne Regional Jerry Olson Field,Medium airport,Cheyenne,United States
KPWK,PWK,Chicago Executive Airport,Medium airport,Chicago/Prospect Heights/Wheeling,United States
MMCT,CZA,Chichen Itza International Airport,Medium airport,Chichen Itza,Mexico
KCDS,CDS,Childress Municipal Airport,Medium airport,Childress,United States
KNID,,China Lake Naws (Armitage Field) Airport,Medium airport,China Lake,United States
KCIU,CIU,Chippewa County International Airport,Medium airport,Sault Ste Marie,United States
KEAU,EAU,Chippewa Valley Regional Airport,Medium airport,Eau Claire,United States
CYZR,YZR,Chris Hadfield Airport,Medium airport,Sarnia,Canada
MYBC,CCZ,Chub Cay Airport,Medium airport,Chub Cay,Bahamas
CYYQ,YYQ,Churchill Airport,Medium airport,Churchill,Canada
MDST,STI,Cibao International Airport,Medium airport,Santiago,Dominican Republic
KLUK,LUK,Cincinnati Municipal Airport Lunken Field,Medium airport,Cincinnati,United States
MMDA,CUA,Ciudad Constitución Airport,Medium airport,Ciudad Constitución,Mexico
MMCE,CME,Ciudad del Carmen International Airport,Medium airport,Ciudad del Carmen,Mexico
MMCN,CEN,Ciudad Obregón International Airport,Medium airport,Ciudad Obregón,Mexico
MYAB,MAY,Clarence A. Bain Airport,Medium airport,Mangrove Cay,Bahamas
TQPF,AXA,Clayton J Lloyd International Airport,Medium airport,The Valley,Anguilla
PACL,,Clear Airport,Medium airport,Clear,United States
CYCY,YCY,Clyde River Airport,Medium airport,Clyde River,Canada
KEWN,EWN,Coastal Carolina Regional Airport,Medium airport,New Bern,United States
MGCB,CBV,Coban Airport,Medium airport,Coban,Guatemala
KRYY,,Cobb County-Mc Collum Field,Medium airport,Atlanta,United States
CYCN,YCN,Cochrane Airport,Medium airport,Cochrane,Canada
KCOE,COE,Coeur D'Alene - Pappy Boyington Field,Medium airport,Coeur d'Alene,United States
PACD,CDB,Cold Bay Airport,Medium airport,Cold Bay,United States
KDET,DET,Coleman A. Young Municipal Airport,Medium airport,Detroit,United States
MYCI,CRI,Colonel Hill Airport,Medium airport,Colonel Hill,Bahamas
KDLS,DLS,Columbia Gorge Regional the Dalles Municipal Airport,Medium airport,The Dalles,United States
KCOU,COU,Columbia Regional Airport,Medium airport,Columbia,United States
KCSG,CSG,Columbus Metropolitan Airport,Medium airport,Columbus,United States
KBAK,CLU,Columbus Municipal Airport,Medium airport,Columbus,United States
KOLU,,Columbus Municipal Airport,Medium airport,Columbus,United States
CYQQ,YQQ,Comox Airport,Medium airport,Comox,Canada
KCON,CON,Concord Municipal Airport,Medium airport,Concord,United States
MYAK,COX,Congo Town Airport,Medium airport,Andros,Bahamas
KCXO,CXO,Conroe-North Houston Regional Airport,Medium airport,Houston,United States
CYZS,YZS,Coral Harbour Airport,Medium airport,Coral Harbour,Canada
CYCC,YCC,Cornwall Regional Airport,Medium airport,Cornwall,Canada
MHSC,XPL,Coronel Enrique Soto Cano Air Base,Medium airport,Comayagua,Honduras
KNGP,,Corpus Christi Naval Air Station/Truax Field,Medium airport,Corpus Christi,United States
KCVO,CVO,Corvallis Municipal Airport,Medium airport,Corvallis,United States
MRCC,OTR,Coto 47 Airport,Medium airport,Corredores,Costa Rica
KPRX,PRX,Cox Field,Medium airport,Paris,United States
MMCZ,CZM,Cozumel International Airport,Medium airport,Cozumel,Mexico
CYXC,YXC,Cranbrook/Canadian Rockies International Airport,Medium airport,Cranbrook,Canada
KLMT,LMT,Crater Lake-Klamath Regional Airport,Medium airport,Klamath Falls,United States
CYCR,YCR,Cross Lake (Charlie Sinclair Memorial) Airport,Medium airport,Cross Lake,Canada
KCSV,CSV,Crossville Memorial Whitson Field,Medium airport,Crossville,United States
KBBD,BBD,Curtis Field,Medium airport,Brady,United States
KCTB,CTB,Cut Bank International Airport,Medium airport,Cut Bank,United States
KCGF,CGF,Cuyahoga County Airport,Medium airport,Cleveland,United States
TIST,STT,Cyril E. King Airport,Medium airport,Charlotte Amalie,U.S. Virgin Islands
KDHT,DHT,Dalhart Municipal Airport,Medium airport,Dalhart,United States
KDNL,DNL,Daniel Field,Medium airport,Augusta,United States
KDAN,DAN,Danville Regional Airport,Medium airport,Danville,United States
CYDN,YDN,Dauphin Barker Airport,Medium airport,Dauphin,Canada
KDMA,DMA,Davis Monthan Air Force Base,Medium airport,Tucson,United States
KDAA,DAA,Davison Army Air Field,Medium airport,Fort Belvoir,United States
CYDA,YDA,Dawson City Airport,Medium airport,Dawson City,Canada
KGDV,GDV,Dawson Community Airport,Medium airport,Glendive,United States
CYDQ,YDQ,Dawson Creek Airport,Medium airport,Dawson Creek,Canada
PASC,SCC,Deadhorse Airport,Medium airport,Deadhorse,United States
MYLD,LGI,Deadman's Cay Airport,Medium airport,Deadman's Cay,Bahamas
KDEC,DEC,Decatur Airport,Medium airport,Decatur,United States
CYVZ,YVZ,Deer Lake Airport,Medium airport,Deer Lake,Canada
CYDF,YDF,Deer Lake Airport,Medium airport,Deer Lake,Canada
PADE,DRG,Deering Airport,Medium airport,Deering,United States
KPDK,PDK,DeKalb Peachtree Airport,Medium airport,Atlanta,United States
MMLO,BJX,Del Bajío International Airport,Medium airport,Silao,Mexico
MMAN,NTR,Del Norte International Airport,Medium airport,General Escobedo,Mexico
KDRT,DRT,Del Rio International Airport,Medium airport,Del Rio,United States
KMIE,MIE,Delaware County Johnson Field,Medium airport,Muncie,United States
CYWJ,YWJ,Déline Airport,Medium airport,Déline,Canada
KDMN,DMN,Deming Municipal Airport,Medium airport,Deming,United States
KLOL,LOL,Derby Field,Medium airport,Lovelock,United States
KDRA,DRA,Desert Rock Airport,Medium airport,Mercury,United States
KDIK,DIK,Dickinson Theodore Roosevelt Regional Airport,Medium airport,Dickinson,United States
TJFA,FAJ,Diego Jimenez Torres Airport,Medium airport,Fajardo,Puerto Rico
CYID,YDG,Digby / Annapolis Regional Airport,Medium airport,Digby,Canada
KEEN,EEN,Dillant Hopkins Airport,Medium airport,Keene,United States
PHDH,HDH,Dillingham Airfield,Medium airport,Mokuleia,United States
PADL,DLG,Dillingham Airport,Medium airport,Dillingham,United States
KDDC,DDC,Dodge City Regional Airport,Medium airport,Dodge City,United States
CYDO,YDO,Dolbeau St Felicien Airport,Medium airport,Dolbeau-St-Félicien,Canada
KDHN,DHN,Dothan Regional Airport,Medium airport,Dothan,United States
TDPD,DOM,Douglas-Charles Airport,Medium airport,Marigot,Dominica
CYZD,YZD,Downsview Airport,Medium airport,Toronto,Canada
KFYV,FYV,Drake Field,Medium airport,Fayetteville,United States
KTPL,TPL,Draughon Miller Central Texas Regional Airport,Medium airport,Temple,United States
CYHD,YHD,Dryden Regional Airport,Medium airport,Dryden,Canada
KDUJ,DUJ,DuBois Regional Airport,Medium airport,Dubois,United States
KEGI,EGI,Duke Field,Medium airport,Crestview,United States
MYRD,DCT,Duncan Town Airport,Medium airport,Duncan Town,Bahamas
KDPA,DPA,Dupage Airport,Medium airport,Chicago/West Chicago,United States
KPOU,POU,Dutchess County Airport,Medium airport,Poughkeepsie,United States
KEGE,EGE,Eagle County Regional Airport,Medium airport,Eagle,United States
PASY,SYA,Eareckson Air Station,Medium airport,Shemya,United States
CYXR,YXR,Earlton (Timiskaming Regional) Airport,Medium airport,Earlton,Canada
KGGG,GGG,East Texas Regional Airport,Medium airport,Longview,United States
KPDT,PDT,Eastern Oregon Regional At Pendleton Airport,Medium airport,Pendleton,United States
KBIH,BIH,Eastern Sierra Regional Airport,Medium airport,Bishop,United States
KMRB,MRB,Eastern WV Regional Airport/Shepherd Field,Medium airport,Martinsburg,United States
KCLL,CLL,Easterwood Field,Medium airport,College Station,United States
CZEM,ZEM,Eastmain River Airport,Medium airport,Eastmain River,Canada
CYET,YET,Edson Airport,Medium airport,Edson,Canada
MWCL,LYB,Edward Bodden Airfield,Medium airport,Little Cayman,Cayman Islands
KMPV,MPV,Edward F Knapp State Airport,Medium airport,Barre/Montpelier,United States
PAGA,GAL,Edward G. Pitka Sr Airport,Medium airport,Galena,United States
PAII,EGX,Egegik Airport,Medium airport,Egegik,United States
PAEI,EIL,Eielson Air Force Base,Medium airport,Fairbanks,United States
CYOA,YOA,Ekati Airport,Medium airport,Ekati,Canada
KNJK,NJK,El Centro NAF Airport (Vraciu Field),Medium airport,El Centro,United States
MMJA,JAL,El Lencero Airport,Medium airport,Xalapa,Mexico
KELP,ELP,El Paso International Airport,Medium airport,El Paso,United States
MMPA,PAZ,El Tajín National Airport,Medium airport,Poza Rica,Mexico
KECG,ECG,Elizabeth City Regional Airport & Coast Guard Air Station,Medium airport,Elizabeth City,United States
KEKN,EKN,Elkins-Randolph Co-Jennings Randolph Field,Medium airport,Elkins,United States
KEKO,EKO,Elko Regional Airport,Medium airport,Elko,United States
KEFD,EFD,Ellington Airport,Medium airport,Houston,United States
CYEL,YEL,Elliot Lake Municipal Airport,Medium airport,Elliot Lake,Canada
PHKO,KOA,Ellison Onizuka Kona International At Keahole Airport,Medium airport,Kailua/Kona,United States
KRCA,RCA,Ellsworth Air Force Base,Medium airport,Rapid City,United States
PAED,EDF,Elmendorf Air Force Base,Medium airport,Anchorage,United States
KELM,ELM,Elmira Corning Regional Airport,Medium airport,Elmira/Corning,United States
KELY,ELY,Ely Airport Yelland Field,Medium airport,Ely,United States
KELO,LYU,Ely Municipal Airport,Medium airport,Ely,United States
PAEM,EMK,Emmonak Airport,Medium airport,Emmonak,United States
MPEJ,ONX,Enrique Adolfo Jimenez Airport,Medium airport,Colón,Panama
MPDA,DAV,Enrique Malek International Airport,Medium airport,David,Panama
KPRC,PRC,Ernest A. Love Field,Medium airport,Prescott,United States
KESF,ESF,Esler Regional Airport,Medium airport,Alexandria,United States
CYEN,YEN,Estevan Airport,Medium airport,Estevan,Canada
TJMZ,MAZ,Eugenio Maria De Hostos Airport,Medium airport,Mayaguez,Puerto Rico
KEVW,EVW,Evanston-Uinta County Airport-Burns Field,Medium airport,Evanston,United States
KEVV,EVV,Evansville Regional Airport,Medium airport,Evansville,United States
MYEF,GGT,Exuma International Airport,Medium airport,George Town,Bahamas
TNCE,EUX,F. D. Roosevelt Airport,Medium airport,Sint Eustatius,Caribbean Netherlands
KNFL,NFL,Fallon Naval Air Station,Medium airport,Fallon,United States
KINL,INL,Falls International Airport,Medium airport,International Falls,United States
CZFA,ZFA,Faro Airport,Medium airport,Faro,Canada
KFAY,FAY,Fayetteville Regional Grannis Field,Medium airport,Fayetteville,United States
KFAF,FAF,Felker Army Air Field,Medium airport,Fort Eustis,United States
KSFF,SFF,Felts Field,Medium airport,Spokane,United States
TJIG,SIG,Fernando Luis Ribas Dominicci Airport,Medium airport,San Juan,Puerto Rico
KFDY,FDY,Findlay Airport,Medium airport,Findlay,United States
KFLG,FLG,Flagstaff Pulliam Airport,Medium airport,Flagstaff,United States
TNCB,BON,Flamingo International Airport,Medium airport,Kralendijk,Caribbean Netherlands
CYFO,YFO,Flin Flon Airport,Medium airport,Flin Flon,Canada
KFLO,FLO,Florence Regional Airport,Medium airport,Florence,United States
KGFL,GFL,Floyd Bennett Memorial Airport,Medium airport,Glens Falls,United States
CZFD,ZFD,Fond-Du-Lac Airport,Medium airport,Fond-Du-Lac,Canada
CYFE,YFE,Forestville Airport,Medium airport,Forestville,Canada
CYFA,YFA,Fort Albany Airport,Medium airport,Fort Albany,Canada
CYPY,YPY,Fort Chipewyan Airport,Medium airport,Fort Chipewyan,Canada
KFOD,FOD,Fort Dodge Regional Airport,Medium airport,Fort Dodge,United States
CYAG,YAG,Fort Frances Municipal Airport,Medium airport,Fort Frances,Canada
CYGH,YGH,Fort Good Hope Airport,Medium airport,Fort Good Hope,Canada
CYFH,YFH,Fort Hope Airport,Medium airport,Fort Hope,Canada
KFXE,FXE,Fort Lauderdale Executive Airport,Medium airport,Fort Lauderdale,United States
CYJF,YJF,Fort Liard Airport,Medium airport,Fort Liard,Canada
CYMM,YMM,Fort McMurray Airport,Medium airport,Fort McMurray,Canada
CZFM,ZFM,Fort Mcpherson Airport,Medium airport,Fort Mcpherson,Canada
CYYE,YYE,Fort Nelson Airport,Medium airport,Fort Nelson,Canada
CYFR,YFR,Fort Resolution Airport,Medium airport,Fort Resolution,Canada
CYER,YER,Fort Severn Airport,Medium airport,Fort Severn,Canada
CYFS,YFS,Fort Simpson Airport,Medium airport,Fort Simpson,Canada
CYSM,YSM,Fort Smith Airport,Medium airport,Fort Smith,Canada
CYXJ,YXJ,Fort St John Airport,Medium airport,Fort St.John,Canada
KFST,FST,Fort Stockton Pecos County Airport,Medium airport,Fort Stockton,United States
PFYU,FYU,Fort Yukon Airport,Medium airport,Fort Yukon,United States
KFMN,FMN,Four Corners Regional Airport,Medium airport,Farmington,United States
MMTC,TRC,Francisco Sarabia International Airport,Medium airport,Torreón,Mexico
MUHG,HOG,Frank Pais International Airport,Medium airport,Holguin,Cuba
KMLS,MLS,Frank Wiley Field,Medium airport,Miles City,United States
CYFC,YFC,Fredericton Airport,Medium airport,Fredericton,Canada
KFAT,FAT,Fresno Yosemite International Airport,Medium airport,Fresno,United States
KSUN,SUN,Friedman Memorial Airport,Medium airport,Hailey,United States
KFTY,FTY,Fulton County Airport Brown Field,Medium airport,Atlanta,United States
KGNV,GNV,Gainesville Regional Airport,Medium airport,Gainesville,United States
KBZN,BZN,Gallatin Field,Medium airport,Bozeman,United States
KGUP,GUP,Gallup Municipal Airport,Medium airport,Gallup,United States
PAGM,GAM,Gambell Airport,Medium airport,Gambell,United States
CYQX,YQX,Gander International Airport,Medium airport,Gander,Canada
KGCK,GCK,Garden City Regional Airport,Medium airport,Garden City,United States
KRIL,RIL,Garfield County Regional Airport,Medium airport,Rifle,United States
KGYY,GYY,Gary Chicago International Airport,Medium airport,Gary,United States
CYGP,YGP,Gaspé (Michel-Pouliot) Airport,Medium airport,Gaspé,Canada
MMMM,MLM,General Francisco J. Mujica International Airport,Medium airport,Morelia,Mexico
MMTM,TAM,General Francisco Javier Mina International Airport,Medium airport,Tampico,Mexico
MMDO,DGO,General Guadalupe Victoria International Airport,Medium airport,Durango,Mexico
MMVR,VER,General Heriberto Jara International Airport,Medium airport,Veracruz,Mexico
MMGM,GYM,General José María Yáñez International Airport,Medium airport,Guaymas,Mexico
MMZC,ZCL,General Leobardo C. Ruiz International Airport,Medium airport,Zacatecas,Mexico
MMRX,REX,General Lucio Blanco International Airport,Medium airport,Reynosa,Mexico
MMCB,CVJ,General Mariano Matamoros Airport,Medium airport,Morelos,Mexico
MMCV,CVM,General Pedro Jose Mendez International Airport,Medium airport,Ciudad Victoria,Mexico
MMMZ,MZT,General Rafael Buelna International Airport,Medium airport,Mazatlán,Mexico
MMCU,CUU,General Roberto Fierro Villalobos International Airport,Medium airport,Chihuahua,Mexico
MMML,MXL,General Rodolfo Sánchez Taboada International Airport,Medium airport,Mexicali,Mexico
MMMA,MAM,General Servando Canales International Airport,Medium airport,Matamoros,Mexico
KWJF,WJF,General WM J Fox Airfield,Medium airport,Lancaster,United States
TLPC,SLU,George F. L. Charles Airport,Medium airport,Castries,Saint Lucia
MYEG,,George Town Airport,Medium airport,George Town,Bahamas
KGRR,GRR,Gerald R. Ford International Airport,Medium airport,Grand Rapids,United States
CYGQ,YGQ,Geraldton Greenstone Regional Airport,Medium airport,Geraldton,Canada
MWCB,CYB,Gerrard Smith International Airport,Medium airport,Cayman Brac,Cayman Islands
CYGX,YGX,Gillam Airport,Medium airport,Gillam,Canada
KGCC,GCC,Gillette Campbell County Airport,Medium airport,Gillette,United States
CYGM,YGM,Gimli Industrial Park Airport,Medium airport,Gimli,Canada
CYHK,YHK,Gjoa Haven Airport,Medium airport,Gjoa Haven,Canada
KGPI,FCA,Glacier Park International Airport,Medium airport,Kalispell,United States
CYGD,,Goderich Airport,Medium airport,Goderich,Canada
KFTK,FTK,Godman Army Air Field,Medium airport,Fort Knox,United States
CYGO,YGO,Gods Lake Narrows Airport,Medium airport,Gods Lake Narrows,Canada
CZGI,ZGI,Gods River Airport,Medium airport,Gods River,Canada
BGGH,GOH,Godthaab / Nuuk Airport,Medium airport,Nuuk,Greenland
CYGE,,Golden Airport,Medium airport,Golden,Canada
KGTR,GTR,Golden Triangle Regional Airport,Medium airport,Columbus/W Point/Starkville,United States
MRGF,GLF,Golfito Airport,Medium airport,Golfito,Costa Rica
MHLC,LCE,Goloson International Airport,Medium airport,La Ceiba,Honduras
CYYR,YYR,Goose Bay Airport,Medium airport,Goose Bay,Canada
CYZE,YZE,Gore Bay Manitoulin Airport,Medium airport,Gore Bay,Canada
MYEM,GHB,Governor's Harbour Airport,Medium airport,Governor's Harbour,Bahamas
MYGF,FPO,Grand Bahama International Airport,Medium airport,Freeport,Bahamas
KGCN,GCN,Grand Canyon National Park Airport,Medium airport,Grand Canyon,United States
KRDR,RDR,Grand Forks Air Force Base,Medium airport,Grand Forks,United States
CZGF,ZGF,Grand Forks Airport,Medium airport,Grand Forks,Canada
KGFK,GFK,Grand Forks International Airport,Medium airport,Grand Forks,United States
KGJT,GJT,Grand Junction Regional Airport,Medium airport,Grand Junction,United States
KCRE,CRE,Grand Strand Airport,Medium airport,North Myrtle Beach,United States
CYQU,YQU,Grande Prairie Airport,Medium airport,Grande Prairie,Canada
KMWH,MWH,Grant County International Airport,Medium airport,Moses Lake,United States
KGRF,GRF,Gray Army Air Field,Medium airport,Fort Lewis/Tacoma,United States
KGTF,GTF,Great Falls International Airport,Medium airport,Great Falls,United States
MYBG,GHC,Great Harbour Cay Airport,Medium airport,Bullocks Harbour,Bahamas
KBGM,BGM,Greater Binghamton/Edwin A Link field,Medium airport,Binghamton,United States
KIKK,IKK,Greater Kankakee Airport,Medium airport,Kankakee,United States
CYQM,YQM,Greater Moncton International Airport,Medium airport,Moncton,Canada
KLWB,LWB,Greenbrier Valley Airport,Medium airport,Lewisburg,United States
KGMU,GMU,Greenville Downtown Airport,Medium airport,Greenville,United States
KGWO,GWO,Greenwood–Leflore Airport,Medium airport,Greenwood,United States
MDPP,POP,Gregorio Luperon International Airport,Medium airport,Puerto Plata,Dominican Republic
KRME,RME,Griffiss International Airport,Medium airport,Rome,United States
CYGZ,YGZ,Grise Fiord Airport,Medium airport,Grise Fiord,Canada
KGON,GON,Groton New London Airport,Medium airport,Groton (New London),United States
MRGP,GPL,Guapiles Airport,Medium airport,Pococi,Costa Rica
PAGK,GKN,Gulkana Airport,Medium airport,Gulkana,United States
TFFJ,SBH,Gustaf III Airport,Medium airport,Gustavia,Saint Barthélemy
MUBA,BCA,Gustavo Rizo Airport,Medium airport,Baracoa,Cuba
PAGS,GST,Gustavus Airport,Medium airport,Gustavus,United States
KGUY,GUY,Guymon Municipal Airport,Medium airport,Guymon,United States
KHGR,HGR,Hagerstown Regional Richard A Henson Field,Medium airport,Hagerstown,United States
PAHN,HNS,Haines Airport,Medium airport,Haines,United States
CYHT,YHT,Haines Junction Airport,Medium airport,Haines Junction,Canada
CYUX,YUX,Hall Beach Airport,Medium airport,Hall Beach,Canada
PHHN,HNM,Hana Airport,Medium airport,Hana,United States
KBHB,BHB,Hancock County-Bar Harbor Airport,Medium airport,Bar Harbor,United States
MYLR,,Hard Bargain Airport,Medium airport,Long Island,Bahamas
KMDT,MDT,Harrisburg International Airport,Medium airport,Harrisburg,United States
KHFD,HFD,Hartford Brainard Airport,Medium airport,Hartford,United States
TNCC,CUR,Hato International Airport,Medium airport,Willemstad,Curaçao
KHBG,HBG,Hattiesburg Bobby L Chain Municipal Airport,Medium airport,Hattiesburg,United States
KPIB,PIB,Hattiesburg Laurel Regional Airport,Medium airport,Hattiesburg/Laurel,United States
KHVR,HVR,Havre City County Airport,Medium airport,Havre,United States
CYGV,YGV,Havre St Pierre Airport,Medium airport,Havre St-Pierre,Canada
CYHY,YHY,Hay River / Merlyn Carter Airport,Medium airport,Hay River,Canada
KHYS,HYS,Hays Regional Airport,Medium airport,Hays,United States
CYHF,YHF,Hearst René Fontaine Municipal Airport,Medium airport,Hearst,Canada
KFAR,FAR,Hector International Airport,Medium airport,Fargo,United States
KHLN,HLN,Helena Regional Airport,Medium airport,Helena,United States
TISX,STX,Henry E Rohlsen Airport,Medium airport,Christiansted,U.S. Virgin Islands
KFSI,FSI,Henry Post Army Air Field (Fort Sill),Medium airport,Fort Sill,United States
MUVT,VTU,Hermanos Ameijeiras Airport,Medium airport,Las Tunas,Cuba
MMPB,PBC,Hermanos Serdán International Airport,Medium airport,Puebla,Mexico
TLPL,UVF,Hewanorra International Airport,Medium airport,Vieux Fort,Saint Lucia
KHKY,HKY,Hickory Regional Airport,Medium airport,Hickory,United States
CYOJ,YOJ,High Level Airport,Medium airport,High Level,Canada
KHIF,HIF,Hill Air Force Base,Medium airport,Ogden,United States
PHTO,ITO,Hilo International Airport,Medium airport,Hilo,United States
KHBR,HBR,Hobart Regional Airport,Medium airport,Hobart,United States
PAHC,HCR,Holy Cross Airport,Medium airport,Holy Cross,United States
PAHO,HOM,Homer Airport,Medium airport,Homer,United States
KHST,HST,Homestead ARB Airport,Medium airport,Homestead,United States
KXTA,,Homey (Area 51) Airport,Medium airport,Groom Lake,United States
KHLR,HLR,Hood Army Air Field,Medium airport,Fort Hood(Killeen),United States
PAHP,HPB,Hooper Bay Airport,Medium airport,Hooper Bay,United States
CYHE,YHE,Hope Airport,Medium airport,Hope,Canada
CYHO,YHO,Hopedale Airport,Medium airport,Hopedale,Canada
CYHN,YHN,Hornepayne Municipal Airport,Medium airport,Hornepayne,Canada
KCMX,CMX,Houghton County Memorial Airport,Medium airport,Hancock,United States
KHUL,HUL,Houlton International Airport,Medium airport,Houlton,United States
KLND,LND,Hunt Field,Medium airport,Lander,United States
KSVN,SVN,Hunter Army Air Field,Medium airport,Savannah,United States
KUTS,HTV,Huntsville Regional Airport,Medium airport,Huntsville,United States
KHRT,,Hurlburt Field,Medium airport,Mary Esther,United States
KHON,HON,Huron Regional Airport,Medium airport,Huron,United States
CYEE,,Huronia Airport,Medium airport,Midland,Canada
PAHL,HSL,Huslia Airport,Medium airport,Huslia,United States
KHUT,HUT,Hutchinson Municipal Airport,Medium airport,Hutchinson,United States
KIDA,IDA,Idaho Falls Regional Airport,Medium airport,Idaho Falls,United States
CYGT,YGT,Igloolik Airport,Medium airport,Igloolik,Canada
CZUC,ZUC,Ignace Municipal Airport,Medium airport,Ignace,Canada
MUCM,CMW,Ignacio Agramonte International Airport,Medium airport,Camaguey,Cuba
KBDR,BDR,Igor I Sikorsky Memorial Airport,Medium airport,Bridgeport,United States
CYGR,YGR,Îles-de-la-Madeleine Airport,Medium airport,Îles-de-la-Madeleine,Canada
CZBD,ILF,Ilford Airport,Medium airport,Ilford,Canada
PAIL,ILI,Iliamna Airport,Medium airport,Iliamna,United States
MSSS,,Ilopango International Airport,Medium airport,San Salvador,El Salvador
KIPL,IPL,Imperial County Airport,Medium airport,Imperial,United States
MYIG,IGA,Inagua Airport,Medium airport,Matthew Town,Bahamas
PAIM,UTO,Indian Mountain LRRS Airport,Medium airport,Utopia Creek,United States
MMCP,CPE,Ingeniero Alberto Acuña Ongay International Airport,Medium airport,Campeche,Mexico
CYPH,YPH,Inukjuak Airport,Medium airport,Inukjuak,Canada
CYEV,YEV,Inuvik Mike Zubko Airport,Medium airport,Inuvik,Canada
CYFB,YFB,Iqaluit Airport,Medium airport,Iqaluit,Canada
CYIV,YIV,Island Lake Airport,Medium airport,Island Lake,Canada
KITH,ITH,Ithaca Tompkins Regional Airport,Medium airport,Ithaca,United States
CYIK,YIK,Ivujivik Airport,Medium airport,Ivujivik,Canada
MMZH,ZIH,Ixtapa Zihuatanejo International Airport,Medium airport,Ixtapa,Mexico
MMIT,IZT,Ixtepec Airport,Medium airport,Ixtepec,Mexico
TVSB,BQU,J F Mitchell Airport,Medium airport,Bequia,Saint Vincent and the Grenadines
KCEC,CEC,Jack Mc Namara Field Airport,Medium airport,Crescent City,United States
KHHR,HHR,Jack Northrop Field Hawthorne Municipal Airport,Medium airport,Hawthorne,United States
KJXN,JXN,Jackson County Reynolds Field,Medium airport,Jackson,United States
KJAC,JAC,Jackson Hole Airport,Medium airport,Jackson,United States
KCRG,CRG,Jacksonville Executive at Craig Airport,Medium airport,Jacksonville,United States
KNIP,NIP,Jacksonville Naval Air Station (Towers Field),Medium airport,Jacksonville,United States
MTJA,JAK,Jacmel Airport,Medium airport,Jacmel,Haiti
KTRM,TRM,Jacqueline Cochran Regional Airport,Medium airport,Palm Springs,United States
MBGT,GDT,JAGS McCartney International Airport,Medium airport,Cockburn Town,Turks and Caicos Islands
MUCF,CFG,Jaime Gonzalez Airport,Medium airport,Cienfuegos,Cuba
KJMS,JMS,Jamestown Regional Airport,Medium airport,Jamestown,United States
MUCC,CCC,Jardines Del Rey Airport,Medium airport,Cayo Coco,Cuba
CZJG,ZJG,Jenpeg Airport,Medium airport,Jenpeg,Canada
MTJE,JEE,Jérémie Airport,Medium airport,Jeremie,Haiti
MMAS,AGU,Jesús Terán Paredo International Airport,Medium airport,Aguascalientes,Mexico
KCUB,CUB,Jim Hamilton L.B. Owens Airport,Medium airport,Columbia,United States
KFSD,FSD,Joe Foss Field Airport,Medium airport,Sioux Falls,United States
TRPG,MNI,John A. Osborne Airport,Medium airport,Gerald's Park,Montserrat
CYHM,YHM,John C. Munro Hamilton International Airport,Medium airport,Hamilton,Canada
KJST,JST,John Murtha Johnstown Cambria County Airport,Medium airport,Johnstown,United States
KJBR,JBR,Jonesboro Municipal Airport,Medium airport,Jonesboro,United States
KTWF,TWF,Joslin Field Magic Valley Regional Airport,Medium airport,Twin Falls,United States
MHRO,RTB,Juan Manuel Galvez International Airport,Medium airport,Roatan Island,Honduras
MROC,SJO,Juan Santamaria International Airport,Medium airport,San Jose,Costa Rica
KJKL,,Julian Carroll Airport,Medium airport,Jackson,United States
PAJN,JNU,Juneau International Airport,Medium airport,Juneau,United States
PHOG,OGG,Kahului Airport,Medium airport,Kahului,United States
PAFE,,Kake Airport,Medium airport,Kake,United States
PHJR,JRF,Kalaeloa Airport,Medium airport,Kapolei,United States
KAZO,AZO,Kalamazoo Battle Creek International Airport,Medium airport,Kalamazoo,United States
CYKA,YKA,Kamloops Airport,Medium airport,Kamloops,Canada
PHNG,NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Medium airport,Kaneohe,United States
BGSF,SFJ,Kangerlussuaq Airport,Medium airport,Kangerlussuaq,Greenland
CYLU,XGR,Kangiqsualujjuaq (Georges River) Airport,Medium airport,Kangiqsualujjuaq,Canada
