ICAO,IATA,Name,Type,Municipality,Country
AYAQ,KPM,Kompiam Airport,Small airport,,Papua New Guinea
YKDN,,Kondinin Airport,Small airport,,Australia
AYDL,KPF,Kondobol Airport,Small airport,Kondobol,Papua New Guinea
YKDL,,Kondoolka Airport,Small airport,,Australia
AYOE,KGB,Konge Airport,Small airport,Konge,Papua New Guinea
YKOK,,Kookynie Airport,Small airport,,Australia
YKLA,KOH,Koolatah Airport,Small airport,,Australia
YKLB,KKP,Koolburra Airport,Small airport,Koolburra,Australia
YKBG,,Koolyanobbing Range Airport,Small airport,,Australia
YKOG,,Koongarra Airport,Small airport,,Australia
YKNM,,Koonmarra Airport,Small airport,,Australia
YKBN,,Kooralbyn Airport,Small airport,,Australia
AYKG,KPA,Kopiago Airport,Small airport,Kopiago,Papua New Guinea
AYOZ,,Kora Airstrip,Small airport,Kora,Papua New Guinea
OZKL,,Koralta Station Airpirt,Small airport,,Australia
NFNO,KXF,Koro Island Airport,Small airport,Koro Island,Fiji
AYOW,KDE,Koroba Airport,Small airport,Koroba,Papua New Guinea
AYOS,,Kosimbi Airstrip,Small airport,Kosimbi Mission,Papua New Guinea
AYOP,KSP,Kosipe Airport,Small airport,Kosipe Mission,Papua New Guinea
YKTA,,Kotta Airport,Small airport,,Australia
NZKY,,Kowhai Aerodrome,Small airport,,New Zealand
YKUB,KUG,Kubin Airport,Small airport,Moa Island,Australia
AYKN,,Kubuna Airstrip,Small airport,Kubuna Mission,Papua New Guinea
NFTP,NTT,Kuini Lavenia Airport,Small airport,Niuatoputapu,Tonga
AGKU,KUE,Kukudu Airport,Small airport,Kolombangara Island,Solomon Islands
AYUQ,,Kumbwareta Airstrip,Small airport,Kumbwareta,Papua New Guinea
AYIM,KGM,Kungim Airport,Small airport,Kungim,Papua New Guinea
YKNP,,Kununoppin Airport,Small airport,,Australia
AYKU,KUQ,Kuri Airport,Small airport,Kuri,Papua New Guinea
NGKT,KUC,Kuria Airport,Small airport,Kuria,Kiribati
YKUY,,Kurray Airport,Small airport,,Australia
YRKE,,Kuruc-A-Ruc South Airport,Small airport,,Australia
YKUR,KRD,Kurundi Airport,Small airport,Kurundi Station,Australia
YKUW,,Kurweeton Airport,Small airport,,Australia
AYUY,KUX,Kuyol Airport,Small airport,,Papua New Guinea
AGKW,KWS,Kwailabesi Airport,Small airport,Kwailabesi,Solomon Islands
AYFW,,Kwieftim Airstrip,Small airport,Kwieftim,Papua New Guinea
AYOA,,Kwomtari Airstrip,Small airport,Kwomtari,Papua New Guinea
YKYB,,Kyabram Airport,Small airport,Private Airfield in the Shire of Campaspe,Australia
YKTN,,Kyneton Airport,Small airport,Kyneton,Australia
YKYN,,Kynuna Airport,Small airport,,Australia
YLGB,,La Grange Bay Airport,Small airport,,Australia
AYLB,LAB,Lab Lab Airport,Small airport,Lab Lab Mission,Papua New Guinea
YLDB,,Lady Barron (Flinders Is) Airport,Small airport,,Australia
YLGL,,Laglan Airport,Small airport,,Australia
AYLQ,,Lagoon Airstrip,Small airport,Lagoon,Papua New Guinea
YLAG,,Lagoon Bay Airport,Small airport,,Australia
YLBO,,Lake Bolac Airport,Small airport,,Australia
AYLC,,Lake Campbell Airstrip,Small airport,Lake Campbell,Papua New Guinea
YLCG,,Lake Cargelligo Airport,Small airport,,Australia
YLEV,LEL,Lake Evella Airport,Small airport,,Australia
YLVD,,Lake Everard Airport,Small airport,,Australia
YLGC,,Lake Grace Airport,Small airport,,Australia
NZHP,,Lake Haupiri/Gloriavale Christian Community Airport,Small airport,,New Zealand
YKEP,,Lake Keepit Airport,Small airport,,Australia
YLKG,,Lake King Airport,Small airport,,Australia
YLLR,,Lake Leagur Airport,Small airport,,Australia
YLMQ,BEO,Lake Macquarie Airport,Small airport,,Australia
AYLM,LMY,Lake Murray Airport,Small airport,Lake Murray,Papua New Guinea
YLKN,LNH,Lake Nash Airport,Small airport,Alpurrurulam,Australia
NZLE,,Lake Station Airport,Small airport,,New Zealand
YLVY,,Lake Varley Airport,Small airport,,Australia
YLWY,,Lake Way Airport,Small airport,,Australia
NFNK,LKB,Lakeba Island Airport,Small airport,Lakeba Island,Fiji
YLFD,LFP,Lakefield Airport,Small airport,Lakefield,Australia
YLND,LKD,Lakeland Airport,Small airport,Lakeland Downs,Australia
YLET,,Lakes Entrance Airport,Small airport,,Australia
YLKE,,Lakes Entrance Airport,Small airport,,Australia
YLAK,,Lakeside Airpark,Small airport,Lakeside,Australia
NVSL,LPM,Lamap Airport,Small airport,Lamap,Vanuatu
YLAM,,Lambina Airport,Small airport,,Australia
YLMB,,Lambrook Airport,Small airport,,Australia
NVSM,LNB,Lamen Bay Airport,Small airport,Lamen Bay,Vanuatu
YLAO,,Lameroo Airport,Small airport,,Australia
YLNR,,Landor Races Airport,Small airport,,Australia
YLDO,,Landor Station Airport,Small airport,,Australia
YLAN,,Langawirra Airport,Small airport,,Australia
AYLN,LNM,Langimar Airport,Small airport,,Papua New Guinea
YLLD,,Langlo Downs Airport,Small airport,,Australia
YLSS,,Lansdowne Airport,Small airport,,Australia
NFNH,LUC,Laucala Island Airport,Small airport,Laucala Island,Fiji
YLRA,LUU,Laura Airport,Small airport,,Australia
YLVK,,Laverak (Military) Airport,Small airport,,Australia
YLTN,LVO,Laverton Airport,Small airport,,Australia
YLAW,,Lawlers Airport,Small airport,,Australia
YLAH,LWH,Lawn Hill Airport,Small airport,,Australia
YLEA,,Leeman Airport,Small airport,,Australia
YLEE,,Leeton Airport,Small airport,,Australia
YLUW,,Leeuwin Estate Airport,Small airport,,Australia
YLGU,,Legune Airport,Small airport,,Australia
AYLE,,Lele Airstrip,Small airport,Leli,Papua New Guinea
NVVK,,Lenakel Airport,Small airport,Lenakel,Vanuatu
AYLT,LNC,Lengbati Airport,Small airport,,Papua New Guinea
YLEG,,Leongatha Airport,Small airport,,Australia
AYLP,LPN,Leron Plains Airport,Small airport,Leron Plains,Papua New Guinea
AYLS,LNG,Lese Airport,Small airport,Lese,Papua New Guinea
YLED,,Lethbridge Airpark,Small airport,,Australia
NFNB,LEV,Levuka Airfield,Small airport,Bureta,Fiji
YLLC,,Lilla Creek Airport,Small airport,,Australia
YLLV,,Lily Vale Airport,Small airport,,Australia
YLIL,,Lilydale Airport,Small airport,,Australia
YLIM,LIB,Limbunya Airport,Small airport,Limbunya,Australia
NZLD,,Limestone Downs Airport,Small airport,Limestone Downs,New Zealand
YLIN,LDC,Lindeman Island Airport,Small airport,Lindeman Island,Australia
AYLL,LGN,Linga Linga Airport,Small airport,Linga Linga,Papua New Guinea
YLSM,,Lismore Airport,Small airport,,Australia
YLZI,LZR,Lizard Island Airport,Small airport,,Australia
YLOC,,Lochinvar Airport,Small airport,,Australia
YLOK,LOC,Lock Airport,Small airport,Lock,Australia
YLCS,,Locksley Field,Small airport,,Australia
LGRS,,Logan Reserve Airport,Small airport,,Australia
YLBD,,Lombadina Airport,Small airport,,Australia
AYKY,LNV,Londolovit Airport,Small airport,Londolovit,Papua New Guinea
YLHL,,Long Hill Airport,Small airport,,Australia
AYLX,LSJ,Long Island Airport,Small airport,Long Island,Papua New Guinea
NVSG,LOD,Longana Airport,Small airport,Longana,Vanuatu
YLGD,,Longdown Airport,Small airport,,Australia
YLOY,,Longwarry Airport,Small airport,,Australia
YLOD,,Longwood Airport,Small airport,,Australia
NVSO,LNE,Lonorore Airport,Small airport,Lonorore,Vanuatu
YLGN,,Loongana Airport,Small airport,,Australia
YLHI,LDH,Lord Howe Island Airport,Small airport,Lord Howe Island,Australia
YLRG,,Lorna Glen Homestead Airport,Small airport,,Australia
YLOR,LOA,Lorraine Airport,Small airport,,Australia
YLRN,,Lorraine Station Airport,Small airport,,Australia
AYKA,LSA,Losuia Airport,Small airport,Losuia,Papua New Guinea
YLOV,LTV,Lotus Vale Airport,Small airport,Lotus Vale,Australia
YLOU,,Louisa Downs Airport,Small airport,,Australia
YLOH,,Louth Airport,Small airport,Louth,Australia
YLVB,,Lovely Banks Airport,Small airport,,Australia
AYLO,LWI,Lowai Airport,Small airport,Lowai,Papua New Guinea
YLOX,,Loxton Airport,Small airport,,Australia
YLUI,,Lucindale Airport,Small airport,,Australia
YLKD,,Lucky Downs Airport,Small airport,,Australia
YLUC,,Lucy Creek Airport,Small airport,,Australia
AYLU,LMI,Lumi Airport,Small airport,Lumi,Papua New Guinea
AYLF,,Lumusa Airstrip,Small airport,Lumusa,Papua New Guinea
YLHS,LTP,Lyndhurst Airport,Small airport,Lyndhurst,Australia
YLYD,,Lyndley Airport,Small airport,,Australia
YLYK,,Lyndoch Airport,Small airport,,Australia
YLYN,,Lyndon Airport,Small airport,,Australia
YMAK,,Mabel Creek Station Airport,Small airport,,Australia
YMAA,UBB,Mabuiag Island Airport,Small airport,Mabuiag Island,Australia
YMDS,MNW,Macdonald Downs Airport,Small airport,,Australia
YMCS,,Macrossan Airport,Small airport,,Australia
YMAC,,Macumba Airport,Small airport,,Australia
YMAD,,Madura Airport,Small airport,,Australia
NVSN,MWF,Maewo-Naone Airport,Small airport,Maewo Island,Vanuatu
YMWO,,Mahanewo Airport,Small airport,,Australia
NGMA,MNK,Maiana Airport,Small airport,Maiana,Kiribati
YMLD,,Maitland Airport,Small airport,,Australia
YMND,MTL,Maitland Airport,Small airport,,Australia
YMDW,,Maitland Downs Airport,Small airport,,Australia
NZMW,,Makarora Airstrip,Small airport,,New Zealand
NGMN,MTK,Makin Island Airport,Small airport,Makin Island,Kiribati
AYMJ,MPG,Makini Airport,Small airport,Makini,Papua New Guinea
AYMM,MMV,Mal Airport,Small airport,Mal Island,Papua New Guinea
AYMP,MLQ,Malalaua Airport,Small airport,Malalaua,Papua New Guinea
AYMQ,MQO,Malam Airport,Small airport,Malam,Papua New Guinea
AYMV,MKN,Malekolon Airport,Small airport,Babase Island,Papua New Guinea
YMLA,,Malina Airport,Small airport,,Australia
YMCO,XMC,Mallacoota Airport,Small airport,,Australia
YMYH,,Mallapunyah Springs Airport,Small airport,,Australia
NFFO,PTF,Malolo Lailai Island Airport,Small airport,Malolo Lailai Island,Fiji
NFMA,MNF,Mana Island Airport,Small airport,Mana Island,Fiji
YMAG,,Manangatang Airport,Small airport,,Australia
AYMA,MRM,Manari Airport,Small airport,Manari,Papua New Guinea
NZVL,,Mandeville Aerodrome,Small airport,,New Zealand
YMDI,MQA,Mandora Airport,Small airport,Mandora,Australia
YMNO,,Maneroo Airport,Small airport,,Australia
YMNF,,Manfred Airport,Small airport,,Australia
NCMG,MGS,Mangaia Island Airport,Small airport,Mangaia Island,Cook Islands
YMNG,,Mangalore Airport,Small airport,,Australia
YMVM,,Mangrove Mountain Airport,Small airport,Mangrove Mountain,Australia
AYNG,MFO,Manguna Airport,Small airport,Manguna,Papua New Guinea
YMAI,,Manguri Airport,Small airport,,Australia
NCMH,MHX,Manihiki Island Airport,Small airport,Manihiki Island,Cook Islands
YMJM,MJP,Manjimup Airport,Small airport,,Australia
YMCR,MFP,Manners Creek Airport,Small airport,,Australia
YMFD,,Mansfield Airport,Small airport,,Australia
NCMN,,Manuae Airport,Small airport,Manuae,Cook Islands
NSMA,MXS,Maota Airport,Small airport,Maota,Samoa
AYPO,MPF,Mapoda Airport,Small airport,Mapoda,Papua New Guinea
AYMZ,MPU,Mapua(Mabua) Airport,Small airport,Tatau Island,Papua New Guinea
NGMK,MZK,Marakei Airport,Small airport,Marakei,Kiribati
AYRL,,Maralina Airstrip,Small airport,Maralina,Papua New Guinea
YMRA,,Maralinga Airport,Small airport,,Australia
AYRM,MWI,Maramuni Airport,Small airport,Maramuni,Papua New Guinea
YMKA,,Mararanka Homestead Airport,Small airport,,Australia
AGGU,RUS,Marau Airport,Small airport,Marau,Solomon Islands
AYMW,MWG,Marawaka Airport,Small airport,Marawaka,Papua New Guinea
YMBL,MBB,Marble Bar Airport,Small airport,,Australia
YMDZ,,Mardi Station Airport,Small airport,,Australia
YMGR,MGV,Margaret River (Station) Airport,Small airport,,Australia
YMGT,MQZ,Margaret River Airport,Small airport,,Australia
YMWX,MXD,Marion Downs Airport,Small airport,Marion Downs,Australia
YALA,MRP,Marla Airport,Small airport,,Australia
YMQA,MQE,Marqua Airport,Small airport,Marqua,Australia
YMRE,RRE,Marree Airport,Small airport,,Australia
NZMT,,Martinborough Airport,Small airport,Martinborough,New Zealand
NZMJ,,Martins Bay Aerodrome,Small airport,,New Zealand
YMTW,,Martins Well Airport,Small airport,,Australia
NTGS,,Marutea Airport,Small airport,Auorotini,French Polynesia
YMVH,,Marvel Loch Airport,Small airport,,Australia
YMYY,,Mary Valley Airport,Small airport,,Australia
YMBU,,Maryborough Airport,Small airport,,Australia
YMYB,MBH,Maryborough Airport,Small airport,Maryborough,Australia
YMYI,,Marymia Airport,Small airport,,Australia
YMYV,,Maryvale Airport,Small airport,,Australia
AYSX,MBV,Masa Airport,Small airport,Masa,Papua New Guinea
NFTO,NFO,Mata'aho Airport,Small airport,Angaha Niuafo'ou Island,Tonga
NZMZ,,Matakana Island Airport,Small airport,Matakana Island,New Zealand
NZMA,MTA,Matamata Glider Airport,Small airport,,New Zealand
NZAG,,Matarangi Airport,Small airport,,New Zealand
NFNM,TVU,Matei Airport,Small airport,Matei,Fiji
NCMK,MUK,Mauke Airport,Small airport,Mauke Island,Cook Islands
AYRV,MRH,May River Airstrip,Small airport,May River,Papua New Guinea
YMHU,MCV,McArthur River Mine Airport,Small airport,McArthur River Mine,Australia
YMCK,,Mckinley Airport,Small airport,,Australia
YMRS,,Melrose Airport,Small airport,,Australia
YMEL,,Melton Airport,Small airport,Melton,Australia
AYEK,,Membok Airstrip,Small airport,Membok,Papua New Guinea
AYEG,,Mengina Airstrip,Small airport,Mengina,Papua New Guinea
YMED,,Menindee Airport,Small airport,,Australia
YNIN,,Meningie Airport,Small airport,,Australia
AYMC,MYX,Menyamya Airport,Small airport,Menyamya,Papua New Guinea
YMZI,,Menzies Airport,Small airport,,Australia
YMEP,,Merapah Airport,Small airport,,Australia
NZME,,Mercer1 PDZ Airport,Small airport,,New Zealand
YMEI,,Mereenie Airport,Small airport,,Australia
YMEU,MLV,Merluna Airport,Small airport,Merluna,Australia
YMDN,,Merredin Airport,Small airport,,Australia
YMEO,,Merton Airport,Small airport,Merton,Australia
YMYT,RTY,Merty Merty Airport,Small airport,,Australia
AYES,MFZ,Meselia Airport,Small airport,Demgulu,Papua New Guinea
YMIX,,Middalya Homestead Airport,Small airport,,Australia
YMMU,MMM,Middlemount Airport,Small airport,,Australia
YILA,,Milawa Vineyard Airport,Small airport,,Australia
AYEI,,Milei Airstrip,Small airport,Milei,Papua New Guinea
YMLS,WLE,Miles Airport,Small airport,,Australia
YMUX,,Mileura Airport,Small airport,,Australia
NZMF,MFN,Milford Sound Airport,Small airport,,New Zealand
YMIL,,Milgun Airport,Small airport,,Australia
MLIP,MIJ,Mili Island Airport,Small airport,Mili Island,Marshall Islands
YMGB,MGT,Milingimbi Airport,Small airport,Milingimbi Island,Australia
YMCT,MLR,Millicent Airport,Small airport,,Australia
YMMN,,Millmerran Airport,Small airport,,Australia
YMIS,,Millrose Homestead Airport,Small airport,,Australia
YMST,,Millstream Station Field,Small airport,Chichester National Park,Australia
YMLL,,Millungera Airport,Small airport,,Australia
YMPK,,Milton Park Airport,Small airport,,Australia
YMLX,,Milurie Homestead Airport,Small airport,,Australia
YMDR,,Minderoo Station Airport,Small airport,,Australia
AYMI,MXK,Mindik Airport,Small airport,Mindik,Papua New Guinea
YMEW,,Mingenew Airport,Small airport,,Australia
YMIJ,,Minjilang Airport,Small airport,,Australia
YMIN,XML,Minlaton Airport,Small airport,,Australia
YMLK,,Minnamoolka Airport,Small airport,,Australia
YMPA,MIN,Minnipa Airport,Small airport,,Australia
YMIB,,Mintabie Airport,Small airport,,Australia
YMNX,,Minura Airport,Small airport,,Australia
YMIR,,Miralwyn Airport,Small airport,,Australia
YMIR,MWY,Miranda Downs Airport,Small airport,Miranda Downs,Australia
AYEY,,Mirsey Airstrip,Small airport,Mirsey,Papua New Guinea
AYMS,MIS,Misima Island Airport,Small airport,Misima Island,Papua New Guinea
YMIT,MTQ,Mitchell Airport,Small airport,,Australia
YMIP,MIH,Mitchell Plateau Airport,Small airport,Mitchell Plateau,Australia
NCMR,MOI,Mitiaro Island Airport,Small airport,Mitiaro Island,Cook Islands
YITT,,Mitta Mitta Airport,Small airport,,Australia
YMIG,,Mittagong Airport,Small airport,,Australia
YMTA,MIY,Mittebah Airport,Small airport,,Australia
AYIY,MPX,Miyanmin Airport,Small airport,Miyanmin,Papua New Guinea
NFMO,MFJ,Moala Airport,Small airport,Moala,Fiji
YLLA,,Mobella Airport,Small airport,,Australia
AYOX,,Moi Airstrip,Small airport,Moi,Papua New Guinea
AYMK,,Mok Airport,Small airport,Mok,Papua New Guinea
YMLC,,Mole Creek Airport,Small airport,,Australia
NZML,,Molesworth Airport,Small airport,Molesworth,New Zealand
YMUA,,Monduran Airport,Small airport,,Australia
YMNK,ONR,Monkira Airport,Small airport,,Australia
AGGO,MNY,Mono Airport,Small airport,Stirling Island,Solomon Islands
YMLN,,Monolon Airport,Small airport,,Australia
YMTO,MNQ,Monto Airport,Small airport,,Australia
YMWT,MWT,Moolawatana Airport,Small airport,Moolawatana Station,Australia
YLUL,,Mooleulooloo Airport,Small airport,,Australia
YOOO,,Mooloola Homestead Airport,Small airport,,Australia
YOOM,MOO,Moomba Airport,Small airport,,Australia
YMOE,,Moonaree Airport,Small airport,,Australia
YORA,,Moonerah Airport,Small airport,,Australia
YMOO,OOR,Mooraberree Airport,Small airport,,Australia
YMRW,MWB,Morawa Airport,Small airport,,Australia
AYEH,MHY,Morehead Airport,Small airport,Morehead,Papua New Guinea
YMOT,MET,Moreton Airport,Small airport,Moreton,Australia
YMNY,OXY,Morney Airport,Small airport,,Australia
YMTI,ONG,Mornington Island Airport,Small airport,,Australia
YMNT,,Mornington Station Airport,Small airport,,Australia
AYMR,MXH,Moro Airport,Small airport,Moro,Papua New Guinea
AYMB,OBM,Morobe Airport,Small airport,Morobe,Papua New Guinea
YMVN,,Morven Airport,Small airport,,Australia
NVSA,MTV,Mota Lava Airport,Small airport,Ablow,Vanuatu
NZOI,,Motiti Island Airport,Small airport,Motiti Island,New Zealand
NZKD,,Motu Kaikoura Island Aerodrome,Small airport,Kaikoura Island,New Zealand
NZMK,MZP,Motueka Airport,Small airport,,New Zealand
AYML,GUV,Mougulu Airport,Small airport,Mougulu,Papua New Guinea
YMOM,,Moulamein Airport,Small airport,Moulamein,Australia
YMNA,,Mount Allan Airport,Small airport,,Australia
AYAE,UAE,Mount Aue Airport,Small airport,,Papua New Guinea
YMAU,,Mount Augusta Airport,Small airport,,Australia
YBAN,,Mount Barnet Airport,Small airport,,Australia
YMNB,,Mount Barry Airport,Small airport,,Australia
YMBT,,Mount Beauty Airport,Small airport,Mount Beauty,Australia
YMUE,,Mount Borradale Airport,Small airport,,Australia
YMDY,,Mount Bundey Airport,Small airport,,Australia
YMVG,MKV,Mount Cavenagh Airport,Small airport,,Australia
YMTC,,Mount Clarence Airport,Small airport,,Australia
YMCE,,Mount Clere Homestead Airport,Small airport,,Australia
YMCL,,Mount Coolon Airport,Small airport,,Australia
YMPE,,Mount Cooper Airport,Small airport,,Australia
YMTX,,Mount Dare Airport,Small airport,,Australia
YMDV,,Mount Davies Airport,Small airport,,Australia
YMNN,,Mount Denison Airport,Small airport,,Australia
YDME,,Mount Dimer Airport,Small airport,,Australia
YMEB,,Mount Eba Airport,Small airport,,Australia
YMBZ,,Mount Ebenezer Airport,Small airport,,Australia
YMPH,,Mount Elephant Airport,Small airport,,Australia
YMTZ,,Mount Elizabeth Airport,Small airport,,Australia
YFTN,,Mount Fitton Talc Airport,Small airport,,Australia
YWDV,MFL,Mount Full Stop Airport,Small airport,Wando Vale,Australia
YMRT,,Mount Garnet Airport,Small airport,,Australia
YGON,GPD,Mount Gordon Airport,Small airport,Mount Gordon Mine,Australia
YMGN,GSN,Mount Gunson Airport,Small airport,Mount Gunson,Australia
YMHT,,Mount Hart Station Airport,Small airport,,Australia
YMHL,,Mount Holland Airport,Small airport,,Australia
YMTP,,Mount Hope Airport,Small airport,,Australia
YMHO,MHO,Mount House Airport,Small airport,,Australia
YMHW,,Mount Howitt Airport,Small airport,,Australia
YMIV,,Mount Ive Airport,Small airport,,Australia
YMJE,,Mount James Airport,Small airport,,Australia
YLBG,,Mount Liebig Airport,Small airport,,Australia
YLSY,,Mount Lindsay Airport,Small airport,,Australia
YMMT,,Mount Margaret Airport,Small airport,,Australia
YMCU,,Mount Mcclure Airport,Small airport,,Australia
YMGS,,Mount Morgans Airport,Small airport,,Australia
YMDK,,Mount Riddock Airport,Small airport,,Australia
YMSO,,Mount Sandon Airport,Small airport,,Australia
YMSF,MTD,Mount Sanford Station Airport,Small airport,,Australia
YSAR,,Mount Sarah Airport,Small airport,,Australia
YMSK,,Mount Skinner Airport,Small airport,,Australia
YMSP,,Mount Surprise Airport,Small airport,,Australia
YMNS,MSF,Mount Swan Airport,Small airport,,Australia
NZAE,,Mount Tarawera Airport,Small airport,Mount Tarawera,New Zealand
AYYT,,Mount Tauwa Airstrip,Small airport,Mount Tauwa,Papua New Guinea
YMVY,,Mount Valley Airport,Small airport,,Australia
YMVR,,Mount Vernon Station Airport,Small airport,,Australia
YVIV,,Mount Vivian Airport,Small airport,,Australia
YMWE,,Mount Wedge Airport,Small airport,,Australia
YMNW,,Mount Weld Airport,Small airport,,Australia
YMWM,,Mount William Airport,Small airport,,Australia
YWIB,,Mount Willoughby Airport,Small airport,,Australia
YMOU,,Moura Airport,Small airport,,Australia
YMUC,MUQ,Muccan Station Airport,Small airport,Muccan Station,Australia
NWWQ,PDC,Mueo Airport,Small airport,Mueo,New Caledonia
AYYU,,Mui Airstrip,Small airport,Mui,Papua New Guinea
YMKB,,Mukinbudin Airport,Small airport,,Australia
YLGA,,Mulga Downs Airport,Small airport,,Australia
YMUP,MUP,Mulga Park Airport,Small airport,,Australia
YMGG,,Mulgathing Airport,Small airport,,Australia
YMUK,MVK,Mulka Airport,Small airport,Mulka,Australia
YMEY,,Mullaley Airport,Small airport,,Australia
YMWA,MXU,Mullewa Airport,Small airport,,Australia
YMLR,,Muloorina Airport,Small airport,,Australia
AYYM,LNF,Munbil Airport,Small airport,,Papua New Guinea
YMDB,,Mundabullangana Airport,Small airport,,Australia
YMBX,,Mundrabilla Airport,Small airport,Mundrabilla,Australia
YMDT,,Mundrabilla Motel Airport,Small airport,,Australia
YMDA,,Mundubbera Airport,Small airport,,Australia
AYDK,MDM,Munduku Airport,Small airport,Munduku,Papua New Guinea
YMUG,MNE,Mungeranie Airport,Small airport,Mungeranie,Australia
YMGI,,Mungindi Airport,Small airport,,Australia
YLMU,,Mungo Lodge Airport,Small airport,Mungo,Australia
YMUJ,,Munjina Airport,Small airport,,Australia
NZMR,,Murchison Airport,Small airport,Murchison,New Zealand
YMSS,,Murchison Shire Airport,Small airport,,Australia
YMGO,,Murgoo Airport,Small airport,,Australia
YMNP,,Murnpeowie Airport,Small airport,,Australia
YMBD,,Murray Bridge Airport,Small airport,,Australia
YMYW,,Murray Downs Airport,Small airport,,Australia
YMUL,,Murray Field,Small airport,,Australia
YMAE,MYI,Murray Island Airport,Small airport,Murray Island,Australia
YMMI,WUI,Murrin Murrin Airport,Small airport,Murrin Murrin,Australia
NTTX,UOA,Mururoa Atoll Airport,Small airport,Mururoa Atoll,French Polynesia
YMUR,,Murwillumbah Airport,Small airport,,Australia
YMGV,MVU,Musgrave Airport,Small airport,Musgrave,Australia
AYUL,,Musula Airstrip,Small airport,Musula,Papua New Guinea
YMTB,UTB,Muttaburra Airport,Small airport,,Australia
YMYR,,Myroodan Station Airport,Small airport,,Australia
YNAB,,Nabarlek Airport,Small airport,,Australia
AYNC,NDN,Nadunumu Airport,Small airport,Nadunumu,Papua New Guinea
YNGB,,Nagambie Airport,Small airport,,Australia
NTKN,NIU,Naiu Airport,Small airport,Naiu Atoll,French Polynesia
AYNX,ATN,Namatanai Airport,Small airport,Namatanai,Papua New Guinea
AYNY,NBA,Nambaiyufa Airport,Small airport,Nambaiyufa,Papua New Guinea
YNHS,NBH,Nambucca Heads Airport,Small airport,Nambucca Heads,Australia
YNUD,,Nammuldi Mine Airstrip,Small airport,Nammuldi Mine,Australia
AYNJ,NDI,Namudi Airport,Small airport,Namudi,Papua New Guinea
AGNA,NAZ,Nana Airport,Small airport,Star Harbor,Solomon Islands
YNAN,,Nanango Airport,Small airport,,Australia
AYNA,NKN,Nankina Airport,Small airport,Gwarawon,Papua New Guinea
YNAU,,Nannup Airport,Small airport,,Australia
YNNT,,Nantarra Airport,Small airport,,Australia
YNPD,,Napier Downs Airport,Small airport,,Australia
YNAP,NMR,Nappa Merrie Airport,Small airport,,Australia
YNPB,NPP,Napperby Airport,Small airport,Napperby,Australia
NTGN,NAU,Napuka Island Airport,Small airport,Napuka Island,French Polynesia
YNRC,NAC,Naracoorte Airport,Small airport,,Australia
YNRB,,Narembeen Airport,Small airport,,Australia
YNRG,NRG,Narrogin Airport,Small airport,Narrogin,Australia
YNWT,,Narwietooma Airport,Small airport,,Australia
YNRL,,Naryilco Airport,Small airport,,Australia
YNDS,,Natal Downs Airport,Small airport,,Australia
NYA,,Natya Airport,Small airport,,Australia
YNVR,,Navarra Airport,Small airport,,Australia
YNVE,,Navarre Airport,Small airport,,Australia
AYNE,GBF,Negarbo(Negabo) Airport,Small airport,Negarbo,Papua New Guinea
YNES,,Nelson Springs Airport,Small airport,,Australia
NTGG,,Nengo-Nengo Airport,Small airport,Nengonengo Atoll,French Polynesia
YNPU,,Nepabunna Airport,Small airport,,Australia
NWWH,HLU,Nesson Airport,Small airport,Houailou,New Caledonia
YNCS,,New Crown Airport,Small airport,,Australia
YNHV,,New Haven Airport,Small airport,,Australia
YLRS,LUT,New Laura Airport,Small airport,,Australia
YNMN,NMP,New Moon Airport,Small airport,Basalt,Australia
YNDG,,Newdegate Airport,Small airport,,Australia
YNHE,,Newhaven Airport,Small airport,,Australia
NFNG,NGI,Ngau Airport,Small airport,Ngau,Fiji
AGGK,IRA,Ngorangora Airport,Small airport,Kirakira,Solomon Islands
YNHL,,Nhill Airport,Small airport,,Australia
YNIC,NLS,Nicholson Airport,Small airport,,Australia
NGNU,NIG,Nikunau Airport,Small airport,Nikunau,Kiribati
YNPA,,Nilpinna Airport,Small airport,,Australia
AYIA,IIS,Nissan Island Airport,Small airport,Nissan Island,Papua New Guinea
YNCD,,Noccundra Airport,Small airport,,Australia
YNOC,,Nockatunga Airport,Small airport,,Australia
AYNO,NMN,Nomane Airport,Small airport,Namane,Papua New Guinea
YNIG,,Nonning Airport,Small airport,,Australia
NGTO,NON,Nonouti Airport,Small airport,Nonouti,Kiribati
YNON,,Noondoonia Homestead Airport,Small airport,,Australia
YNKA,NKB,Noonkanbah Airport,Small airport,,Australia
YNSH,NSV,Noosa Airport,Small airport,,Australia
YNOO,,Nooyeah Downs Airport,Small airport,,Australia
AYRN,,Norambi Airstrip.,Small airport,Norambi,Papua New Guinea
YNOF,,Norfolk Airport,Small airport,,Australia
YNVL,,Normanville Airport,Small airport,,Australia
YNSM,NSM,Norseman Airport,Small airport,,Australia
NVSP,NUS,Norsup Airport,Small airport,Norsup,Vanuatu
NZNE,,North Shore Aerodrome,Small airport,Dairy Flat,New Zealand
YNWL,,North Well Airport,Small airport,,Australia
NVSZ,OLJ,North West Santo Airport,Small airport,Olpoi,Vanuatu
YNTM,,Northam Airport,Small airport,,Australia
YNHP,,Northampton Airport,Small airport,,Australia
YNPE,ABM,Northern Peninsula Airport,Small airport,Bamaga,Australia
YNOR,,Norwood Airport,Small airport,,Australia
YNOV,,Nova Airport,Small airport,,Australia
