ICAO,IATA,Name,Type,Municipality,Country
YTCK,,Torrens Creek Airport,Small airport,,Australia
NVSD,TOH,Torres Airstrip,Small airport,Loh/Linua,Vanuatu
YTOK,,Torres Park Homestead Airport,Small airport,,Australia
YTRB,,Torrumbarry Airport,Small airport,,Australia
YTOT,,Tottenham Airport,Small airport,,Australia
YTCF,,Tracies Field,Small airport,,Australia
YTGI,,Trangie Airport,Small airport,,Australia
YTWE,,Trelawney Airport,Small airport,,Australia
YTEE,TQP,Trepell Airport,Small airport,Trepell,Australia
YTUA,,Triabunna Airport,Small airport,,Australia
YTII,,Trinidad Airport,Small airport,,Australia
YTTI,,Troughton Is Airport,Small airport,,Australia
YTUG,,Trugananni Airport,Small airport,,Australia
YTFA,,Truro Flat Airpark,Small airport,Truro Flat,Australia
YTST,TTX,Truscott-Mungalalu Airport,Small airport,Anjo Peninsula,Australia
AYDP,,Tsendiap Airstrip,Small airport,Tsendiap,Papua New Guinea
AYTS,TSW,Tsewi Airport,Small airport,Tsewi,Papua New Guinea
AYQU,,Tsumba Airstrip,Small airport,Tsumba Mission,Papua New Guinea
YTUC,,Tuckabiana Airport,Small airport,,Australia
AYTU,TFI,Tufi Airport,Small airport,Tufi,Papua New Guinea
YTLL,,Tullamore Airport,Small airport,,Australia
YTUY,,Tully Airport,Small airport,,Australia
YTBM,,Tumbarumba Airport,Small airport,Tumbarumba,Australia
YTBB,,Tumby Bay Airport,Small airport,,Australia
AYQL,TLP,Tumolbil Airport,Small airport,Tumolbil,Papua New Guinea
YTUN,,Tunbridge Airport,Small airport,,Australia
YTNC,,Tuncurry Airport,Small airport,,Australia
NTTU,TPX,Tupai Airport,Small airport,Tupai Atoll,French Polynesia
NZTN,,Turangi Airport,Small airport,,New Zealand
YTRK,,Turee Creek Airport,Small airport,,Australia
NTGY,ZTA,Tureia Airport,Small airport,,French Polynesia
YTKY,TKY,Turkey Creek Airport,Small airport,Turkey Creek,Australia
AYUV,,Tuvau Airstrip,Small airport,Tuvau,Papua New Guinea
YTYA,,Tyabb Airport,Small airport,Melbourne,Australia
YTYH,,Tyagarah Airport,Small airport,,Australia
NTMU,UAH,Ua Huka Airport,Small airport,Ua Huka,French Polynesia
NTMP,UAP,Ua Pou Airport,Small airport,Ua Pou,French Polynesia
YUCH,,Ucharonidge Airport,Small airport,Ucharonidge Station,Australia
AGAR,RNA,Ulawa Airport,Small airport,Arona,Solomon Islands
NVSU,ULB,Uléi Airport,Small airport,Ambryn Island,Vanuatu
AYUC,UMC,Umba Airport,Small airport,Umba,Papua New Guinea
YUMB,,Umbeara Airport,Small airport,,Australia
YUMU,,Umuwa Airport,Small airport,,Australia
YUDA,UDA,Undara Airport,Small airport,,Australia
YUDL,,Undilla Airport,Small airport,,Australia
AYUR,UPR,Upiara Airport,Small airport,Upiara,Papua New Guinea
YUPH,,Upper Horton Wyl Airport,Small airport,,Australia
YUDG,,Urandangi Airport,Small airport,,Australia
YUPG,,Urapunga Airport,Small airport,,Australia
AYUE,URU,Uroubi Airport,Small airport,Uroubi,Papua New Guinea
AGAT,ATD,Uru Harbour Airport,Small airport,Atoifi,Solomon Islands
AYUX,,Usarumpia Airstrip,Small airport,Usarumpia,Papua New Guinea
YUSL,USL,Useless Loop Airport,Small airport,,Australia
ATUA,,Utai Airstrip,Small airport,Utai,Papua New Guinea
AYUA,,Utai Airstrip,Small airport,Utai,Papua New Guinea
K03N,UTK,Utirik Airport,Small airport,Utirik Island,Marshall Islands
YUTP,,Utopia Airport,Small airport,,Australia
YUTS,,Utopia Station Airport,Small airport,,Australia
AYUZ,UVO,Uvol Airport,Small airport,Uvol,Papua New Guinea
NTUV,VHZ,Vahitahi Airport,Small airport,Vahitahi,French Polynesia
AYVA,,Vailala Airstrip,Small airport,Hepa,Papua New Guinea
NVSV,VLS,Valesdir Airport,Small airport,Epi Island,Vanuatu
YVAF,,Valley Field Airport,Small airport,,Australia
YVLG,,Valley of Lagoons Airport,Small airport,,Australia
YVRS,VNR,Vanrook Station Airport,Small airport,,Australia
NFVB,VBV,Vanua Balavu Airport,Small airport,Vanua Balavu,Fiji
YVSH,,Vashon Head Airport,Small airport,,Australia
NFNV,VAU,Vatukoula Airport,Small airport,Vatukoula,Fiji
NFVL,VTF,Vatulele Airport,Small airport,Vatulele,Fiji
YVNS,,Vaughan Springs Airport,Small airport,,Australia
YVRD,VCD,Victoria River Downs Airport,Small airport,,Australia
YVVA,,Victoria Valley Airport,Small airport,,Australia
YVVL,,Violet Vale Airport,Small airport,,Australia
AGVH,VIU,Viru Harbour Airstrip,Small airport,Viru,Solomon Islands
NWWF,,Voh Airport,Small airport,Voh,New Caledonia
NFKD,KDV,Vunisea Airport,Small airport,Vunisea,Fiji
AYWB,WAO,Wabo Airport,Small airport,Wabo,Papua New Guinea
YWGN,,Wagin Airport,Small airport,,Australia
NZKE,WIK,Waiheke Reeve Airport,Small airport,,New Zealand
NZWV,,Waihi Beach Airport,Small airport,,New Zealand
YWKI,,Waikerie Airport,Small airport,,Australia
NZWM,,Waimate Airport,Small airport,,New Zealand
NZRU,,Waiouru Airport,Small airport,,New Zealand
NZYP,,Waipukurau Airport,Small airport,,New Zealand
NFNW,KAY,Wakaya Island Airport,Small airport,Wakaya Island,Fiji
AYWQ,WKN,Wakunai Airport,Small airport,Wakunai,Papua New Guinea
NVSW,WLH,Walaha Airport,Small airport,Walaha,Vanuatu
YWCH,WLC,Walcha Airport,Small airport,,Australia
YWAB,,Waldburg Homestead Airport,Small airport,,Australia
YWHL,,Walhallow Airport,Small airport,,Australia
YWRV,,Walker River Airport,Small airport,,Australia
YWBH,,Wallabadah Airport,Small airport,,Australia
YWLX,,Wallacia Airport,Small airport,,Australia
YWAL,WLA,Wallal Airport,Small airport,Wallal,Australia
YWLH,,Wallara Ranch Airport,Small airport,,Australia
YWPE,,Walpole Airport,Small airport,,Australia
YWAG,,Wanaaring Airport,Small airport,,Australia
YWAX,,Wanarn Airport,Small airport,Wanarn,Australia
YWNS,,Wandsworth Airport,Small airport,,Australia
AYWG,AGL,Wanigela Airport,Small airport,,Papua New Guinea
AYWC,WTT,Wantoat Airport,Small airport,Wantoat,Papua New Guinea
AYWH,WNU,Wanuma Airport,Small airport,Wanuma,Papua New Guinea
AYWJ,WBC,Wapolu Airport,Small airport,Wapolu,Papua New Guinea
AYWV,,Warasai Airstrip,Small airport,Warasai,Papua New Guinea
YWRT,,Waratah Airport,Small airport,,Australia
YWBR,,Warburton Airport,Small airport,,Australia
YWRL,,Warialda Airport,Small airport,,Australia
YWKW,,Warkworth Airport,Small airport,Warkworth,Australia
YWVA,,Warnervale Airport,Small airport,Warnervale,Australia
YWBS,SYU,Warraber Island Airport,Small airport,Sue Islet,Australia
YWBI,,Warrabri Airport,Small airport,,Australia
YWWG,WRW,Warrawagine Airport,Small airport,,Australia
YWBL,WMB,Warrnambool Airport,Small airport,,Australia
YWRR,,Warroora Homestead Airport,Small airport,Warroora Homestead,Australia
YWCK,WAZ,Warwick Airport,Small airport,,Australia
PLWN,TNQ,Washington Island Airstrip,Small airport,Teraina,Kiribati
AYWS,WSU,Wasu Airport,Small airport,Wasu,Papua New Guinea
AYIW,WSA,Wasua Airport,Small airport,Wasua,Papua New Guinea
AYZM,WUM,Wasum Airport,Small airport,Wasum,Papua New Guinea
YWTL,WLO,Waterloo Airport,Small airport,,Australia
YWNI,,Wathanin Airport,Small airport,,Australia
YWTV,,Watson River Airport,Small airport,,Australia
YWAT,,Wattle Hills Airport,Small airport,,Australia
YWSG,,Watts Bridge Airport,Small airport,,Australia
AYWU,WUG,Wau Airport,Small airport,Wau,Papua New Guinea
YWAC,,Wauchope Airport,Small airport,Wauchope,Australia
YWAV,WAV,Wave Hill Airport,Small airport,,Australia
YWRC,,Wave Rock Airport,Small airport,,Australia
AYWF,WAJ,Wawoi Falls Airport,Small airport,Wavoi Falls,Papua New Guinea
AYXW,WEP,Weam Airport,Small airport,Weam,Papua New Guinea
YWBN,,Wedderburn Airport,Small airport,,Australia
YWED,,Wedderburn Airport,Small airport,,Australia
YWJS,,Wee Jasper Airport,Small airport,,Australia
YWWA,WEW,Wee Waa Airport,Small airport,,Australia
YWMG,,Weilmoringle Airport,Small airport,,Australia
YWLB,,Welbourn Hill Airport,Small airport,,Australia
YWEX,,Well 33 Airport,Small airport,,Australia
YWEC,,Wellclose Airport,Small airport,,Australia
YWEL,,Wellington Airport,Small airport,,Australia
NZWJ,,Wellsford Airport,Small airport,,New Zealand
YWTO,,Wentworth Airport,Small airport,,Australia
YWWH,,Wentworth Airport,Small airport,,Australia
YWER,,Wernadinga Airport,Small airport,,Australia
YWEO,,Wertaloona Airport,Small airport,,Australia
YANG,WLP,West Angelas Airport,Small airport,,Australia
NZWL,,West Melton Aerodrome,Small airport,,New Zealand
YWFD,,Western Field Airport,Small airport,,Australia
YWML,,Westmoreland Airport,Small airport,,Australia
YWSX,,Westonia Airport,Small airport,,Australia
YWSD,,Westward Downs Airport,Small airport,,Australia
NZES,,Wharepapa South Airport,Small airport,,New Zealand
YWHC,,White Cliffs Airport,Small airport,,Australia
YWGM,,White Gum Air Park,Small airport,York,Australia
NZWT,WTZ,Whitianga Airport,Small airport,,New Zealand
YWHI,WSY,Whitsunday Island Airport,Small airport,,Australia
YWIL,,Wilandra Airport,Small airport,,Australia
YWCA,WIO,Wilcannia Airport,Small airport,,Australia
YWNA,,Wilgena Airport,Small airport,,Australia
YWMC,,William Creek Airport,Small airport,,Australia
YWMY,,Williambury Airport,Small airport,,Australia
YWIS,,Williamson Airport,Small airport,,Australia
YWLA,,Willowra Airport,Small airport,,Australia
YHAW,HWK,Wilpena Pound Airport,Small airport,Hawker,Australia
YWCM,,Wilson's Camp Airport,Small airport,,Australia
YWLP,,Wilsons Promontory Airport,Small airport,,Australia
YWIO,,Wilton Airport,Small airport,,Australia
YWDG,WRN,Windarling Airport,Small airport,Windarling Mine,Australia
YWDA,WND,Windarra Airport,Small airport,,Australia
YWDJ,,Windjana Grove Airport,Small airport,,Australia
YWNL,,Wingellina Airport,Small airport,,Australia
YWPL,,Winning Pool North Airport,Small airport,,Australia
AYXP,WPM,Wipim Airport,Small airport,Wipim,Papua New Guinea
YWRE,,Wirralie Airport,Small airport,,Australia
YWIE,,Wirralie Gold Mine Airport,Small airport,,Australia
YWPA,,Wirrealpa Airport,Small airport,,Australia
YWSI,,Wirrida Siding Airport,Small airport,,Australia
YWIT,WIT,Wittenoom Airport,Small airport,,Australia
AYIX,WIU,Witu Airport,Small airport,Garove Island,Papua New Guinea
AYYB,,Wobagen Airstrip,Small airport,,Papua New Guinea
YWDC,,Wodgina Airport,Small airport,,Australia
AYWT,WTP,Woitape Airport,Small airport,Fatima Mission,Papua New Guinea
YWOR,WLL,Wollogorang Airport,Small airport,,Australia
YWMM,,Wollomombi Airport,Small airport,,Australia
YWND,WDI,Wondai Airport,Small airport,,Australia
YWDL,WON,Wondoola Airport,Small airport,Wondoola,Australia
AYWO,WOA,Wonenara Airport,Small airport,Wonenara,Papua New Guinea
YWOH,,Wongan Hills Airport,Small airport,,Australia
YWNO,,Wonganoo Airport,Small airport,,Australia
YWGW,,Wongawol Airport,Small airport,,Australia
YWMA,,Wonnaminta Stat Airport,Small airport,,Australia
YWON,,Wonthaggi Airport,Small airport,,Australia
YWWI,WWI,Woodie Woodie Airport,Small airport,Woodie Woodie,Australia
YWDS,,Woodside Au Airport,Small airport,,Australia
YWOV,,Woodvale Airport,Small airport,,Australia
YWVL,,Woodville Airport,Small airport,,Australia
YWKD,,Woodycupaldiya Airfield,Small airport,Woodycupaldiya,Australia
YWEE,,Wooleen Homestead Airport,Small airport,,Australia
YWOM,,Woolomin Airport,Small airport,,Australia
YWLN,,Wooltana Airport,Small airport,,Australia
YPWR,UMR,Woomera Airfield,Small airport,Woomera,Australia
YWOX,,Woorlba Airport,Small airport,,Australia
YWRA,,Wooroona Airport,Small airport,,Australia
AYVP,,Woposali Airstrip,Small airport,Woposali,Papua New Guinea
AYBX,,Wowobo Airstrip,Small airport,Wowobo,Papua New Guinea
YWMP,WPK,Wrotham Park Airport,Small airport,,Australia
YWUD,WUD,Wudinna Airport,Small airport,,Australia
AYVW,WUV,Wuvulu Island Airport,Small airport,Wuvulu Island,Papua New Guinea
AYBY,,Wuyabo Airstrip,Small airport,Wuyabo,Papua New Guinea
YWKM,,Wyalkatchem Airport,Small airport,Wyalkatchem,Australia
YWDT,,Wyandotte Airport,Small airport,,Australia
YWYA,,Wyandra Airport,Small airport,,Australia
YWYF,,Wycheproof Airport,Small airport,,Australia
YWYB,,Wynbring Airport,Small airport,,Australia
YWYM,WYN,Wyndham Airport,Small airport,,Australia
YYAC,,Yacamunda Airport,Small airport,,Australia
YYGG,,Yagga Yagga Airport,Small airport,,Australia
YYAG,,Yagga Yagga Airport,Small airport,,Australia
AYYQ,,Yagrombok Airstrip,Small airport,Yagrombok,Papua New Guinea
YYTA,KYI,Yalata Mission Airport,Small airport,Yalata Mission,Australia
YYLD,,Yalda Downs Homestead Airport,Small airport,,Australia
YYAL,YLG,Yalgoo Airport,Small airport,Yalgoo,Australia
YYAK,,Yalkulka Airport,Small airport,,Australia
YYLG,,Yallalong Homestead Airport,Small airport,,Australia
AYYE,KYX,Yalumet Airport,Small airport,Yalumet,Papua New Guinea
YYOO,,Yalymboo Airport,Small airport,,Australia
YYMI,XMY,Yam Island Airport,Small airport,Yam Island,Australia
YYRN,,Yamarna Airport,Small airport,,Australia
YYAA,,Yandama Airport,Small airport,,Australia
YADM,,Yandan Mine Airport,Small airport,,Australia
YYDE,,Yandee Airport,Small airport,,Australia
AGGY,XYA,Yandina Airport,Small airport,Yandina,Solomon Islands
YYNR,,Yanrey Airport,Small airport,,Australia
AYYJ,,Yanungen Airstrip,Small airport,Yanungen,Papua New Guinea
AYYP,KPE,Yapsiei Airport,Small airport,,Papua New Guinea
YRDA,,Yardea Airport,Small airport,,Australia
YYRW,,Yarlarweelor Airport,Small airport,,Australia
YYBE,,Yarrabee Mine Airport,Small airport,,Australia
YAAL,,Yarralin Airport,Small airport,,Australia
YYRM,,Yarram Airport,Small airport,,Australia
YYWG,,Yarrawonga Airport,Small airport,,Australia
NFSW,YAS,Yasawa Island Airport,Small airport,Yasawa Island,Fiji
YYAS,,Yass Airport,Small airport,,Australia
AYYR,KSX,Yasuru Airport,Small airport,Yasuru,Papua New Guinea
AYYD,,Yatoam Airstrip,Small airport,Yatoam,Papua New Guinea
AYYV,,Yawa Airstrip,Small airport,Yawa,Papua New Guinea
AYYW,,Yawan Airstrip,Small airport,Yawan,Papua New Guinea
YEAT,,Yea Airport,Small airport,,Australia
YYEA,,Yeaburn Airport,Small airport,,Australia
AYXY,,Yebil Airstrip,Small airport,Yebil,Papua New Guinea
YYLR,KYF,Yeelirrie Airport,Small airport,,Australia
AYXH,,Yehebi Airstrip,Small airport,Yehebi,Papua New Guinea
AYYG,,Yemin Airstrip,Small airport,Yemin,Papua New Guinea
AYYK,YEQ,Yenkis(Yankisa) Airport,Small airport,,Papua New Guinea
YYER,,Yerilla Airport,Small airport,,Australia
AYXE,YVD,Yeva Airport,Small airport,Yeva,Papua New Guinea
AYYI,,Yili Airstrip,Small airport,Yili,Papua New Guinea
AYZY,,Yilui Airstrip,Small airport,Yilui,Papua New Guinea
AYYN,,Yimnalem Airstrip,Small airport,Yimnalem,Papua New Guinea
AYJE,,Yomneri Airstrip,Small airport,Yomneri,Papua New Guinea
AYJO,KGH,Yongai Airport,Small airport,Yongai,Papua New Guinea
YYRK,,York Airport,Small airport,,Australia
YYKI,OKR,Yorke Island Airport,Small airport,Yorke Island,Australia
YYOR,ORR,Yorketown Airport,Small airport,,Australia
YOUN,,Youanmi Airport,Small airport,,Australia
YYWA,,Yowah Airport,Small airport,,Australia
YYND,YUE,Yuendumu Airport,Small airport,,Australia
YYUM,,Yuinmery Airport,Small airport,,Australia
YYDM,,Yundamindera Airport,Small airport,,Australia
YYUN,,Yunta Airport,Small airport,,Australia
YZAN,,Zanthus Airport,Small airport,,Australia
YZHN,,Zeehan Airport,Small airport,,Australia
AYZA,ZEN,Zenag Airport,Small airport,Zenag,Papua New Guinea
AYZZ,,Zuebak Airstrip,Small airport,Zuebak,Papua New Guinea
