ICAO,IATA,Name,Type,Municipality,Country,
RKSS,GMP,Gimpo International Airport,Large airport,Seoul,South Korea,
VE41,,Giridih Airport,Small airport,,India,
RPVE,MPH,Godofredo P. Ramos Airport,Medium airport,Malay,Philippines,
ZLGM,GOQ,Golmud Airport,Medium airport,Golmud,China,
ZLGL,GMQ,Golog Maqin Airport,Medium airport,Golog,China,
OIMD,,Gonabad Airport,Small airport,Gonabad,Iran,
OI24,,Gonbad Ghabus Airport,Small airport,,Iran,
VAGD,,Gondia Airport,Small airport,,India,
WMGK,,Gong Kedak Airport,Small airport,,Malaysia,
VEGK,GOP,Gorakhpur Airport,Medium airport,Gorakhpur,India,
OING,GBT,Gorgan Airport,Medium airport,Gorgan,Iran,
UNBG,RGK,Gorno-Altaysk Airport,Medium airport,Gorno-Altaysk,Russia,
WMAH,,Grik Airport,Small airport,Grik,Malaysia,
ZYMH,OHE,Gu-Lian Airport,Medium airport,Mohe,China,
ZUGH,GHN,Guanghan Airport,Small airport,Civil Aviation Flight University of China,China,
ZUGU,GYS,Guangyuan Airport,Medium airport,Guangyuan,China,
ZGGG,CAN,Guangzhou Baiyun International Airport,Large airport,Guangzhou,China,
ZHGH,LHK,Guangzhou MR Air Base,Medium airport,Guanghua,China,
UGSG,,Gudauta Air Base,Medium airport,Gudauta,Georgia,
RCXY,,Guerin Airport,Small airport,Guerin,Taiwan,
ZGKL,KWL,Guilin Liangjiang International Airport,Large airport,Guilin City,China,
RPVG,,Guiuan Airport,Small airport,Guiuan,Philippines,
VAGN,GUX,Guna Airport,Small airport,,India,
OEGT,URY,Gurayat Domestic Airport,Medium airport,Gurayat,Saudi Arabia,
OP25,,Gurha Salim Airport,Small airport,Gurha Salim,Pakistan,
WAOK,KBU,Gusti Syamsir Alam Airport,Small airport,Stagen - Laut Island,Indonesia,
LTAB,,Güvercinlik Airport,Small airport,Ankara,Turkey,
ZLGY,GYU,Guyuan Liupanshan Airport,Medium airport,Guyuan,China,
VYGW,GWA,Gwa Airport,Small airport,Gwa,Burma,
OPGD,GWD,Gwadar International Airport,Medium airport,Gwadar,Pakistan,
VIGR,GWL,Gwalior Airport,Medium airport,Gwalior,India,
RKJJ,KWJ,Gwangju Airport,Medium airport,Gwangju,South Korea,
UDSG,LWN,Gyumri Shirak Airport,Medium airport,Gyumri,Armenia,
RK6G,,H 104 Heliport,Heliport,Hill 436,South Korea,
RK6Y,,H 105 Heliport,Heliport,Hapo-ri,South Korea,
RK6M,,H 173 Heliport,Heliport,Camp Ethan Allen Hill 496,South Korea,
RK6N,,H 175 Heliport,Heliport,,South Korea,
RK02,,H 200 Heliport,Heliport,Madison VHF Site,South Korea,
RK09,,H 247 Heliport,Heliport,Concord FOC North,South Korea,
RKQ1,,H 252 Heliport,Heliport,Soyo-dong,South Korea,
RKSY,,H 264 Heliport,Heliport,Seoul,South Korea,
RKA8,,H 302 Heliport,Heliport,Yongmunsan Mountain,South Korea,
RK94,,H 310 Heliport,Heliport,Evenreach,South Korea,
RK96,,H 502 Heliport,Heliport,Richmond Site,South Korea,
RK98,,H 608 Heliport,Heliport,Salem Top,South Korea,
RK4W,,H 809 Heliport,Heliport,,South Korea,
RK4Y,,H 811 Helipad,Heliport,Dartboard,South Korea,
RK5B,,H 831 Heliport,Heliport,,South Korea,
RK5C,,H 832 Heliport,Heliport,Camp Carol,South Korea,
OJHR,,H4 Air Base,Small airport,,Jordan,
RKRC,,Ha Nam Heliport (G-280),Heliport,Choil-ro,South Korea,
OEHL,HAS,Ha'il Airport,Medium airport,Ha'il,Saudi Arabia,
LLBO,,Habonim Airfield,Small airport,,Israel,
RJTH,HAC,Hachijojima Airport,Medium airport,Hachijojima,Japan,
RJSH,HHE,Hachinohe Airport,Medium airport,Hachinohe,Japan,
LLHD,,Hadassah Ein Kerem Heliport,Heliport,Jerusalem,Israel,
OE54,,Hafar Al Atk Airport,Small airport,,Saudi Arabia,
LLHA,HFA,Haifa International Airport,Medium airport,Haifa,Israel,
ZJHK,HAK,Haikou Meilan International Airport,Large airport,Haikou,China,
OOHA,,Haima Airport,Small airport,Haima,Oman,
VOHK,,Hakimpet Airport,Small airport,,India,
LTCW,YKO,Hakkari Yüksekova Airport,Medium airport,Hakkari,Turkey,
RJCH,HKD,Hakodate Airport,Medium airport,Hakodate,Japan,
VOBG,,HAL Airport,Medium airport,Bangalore,India,
WIHH,HLP,Halim Perdanakusuma International Airport,Medium airport,Jakarta,Indonesia,
WATA,ABU,Haliwen Airport,Small airport,Atambua-Timor Island,Indonesia,
VIHX,,Halwara Air Force Station,Small airport,,India,
OTHH,DOH,Hamad International Airport,Large airport,Doha,Qatar,
OIHS,,Hamadan Air Base,Medium airport,Hamadan,Iran,
OIHH,HDM,Hamadan Airport,Medium airport,Hamadan,Iran,
OS58,,Hamah Air Base,Small airport,,Syria,
RJNH,,Hamamatsu Airport,Medium airport,Hamamatsu,Japan,
ZWHM,HMI,Hami Airport,Medium airport,Hami,China,
OAKB,KBL,Hamid Karzai International Airport,Medium airport,Kabul,Afghanistan,
RJSI,HNA,Hanamaki Airport,Medium airport,Iwate Prefecture,Japan,
ZBHD,HDG,Handan Airport,Medium airport,Handan,China,
WIDD,BTH,Hang Nadim International Airport,Medium airport,Batam Island,Indonesia,
ZSHC,HGH,Hangzhou Xiaoshan International Airport,Large airport,Hangzhou,China,
VRMH,HAQ,Hanimaadhoo Airport,Medium airport,Haa Dhaalu Atoll,Maldives,
ZLHZ,HZG,Hanzhong Chenggu Airport,Small airport,Hanzhong,China,
OEHR,,Haradh Airport,Small airport,Harad,Saudi Arabia,
VO52,,Harihar Airport,Small airport,,India,
WAAA,UPG,Hasanuddin International Airport,Large airport,Ujung Pandang-Celebes Island,Indonesia,
VE44,,Hashimara Air Force Station,Medium airport,Jalpaiguri,India,
VTSS,HDY,Hat Yai International Airport,Medium airport,Hat Yai,Thailand,
LTDA,HTY,Hatay Airport,Medium airport,Hatay,Turkey,
RORH,HTR,Hateruma Airport,Small airport,Hateruma,Japan,
LLHB,,Hatzerim Air Base,Small airport,Beersheba,Israel,
LLHS,,Hatzor Air Base,Small airport,Hatzor,Israel,
OIKP,HDR,Havadarya Airport,Small airport,Havadarya,Iran,
OEHW,,Hawtah Airport,Small airport,,Saudi Arabia,
VGHS,DAC,Hazrat Shahjalal International Airport,Large airport,Dhaka,Bangladesh,
ZGHC,HCJ,Hechi Jinchengjiang Airport,Medium airport,Hechi,China,
ZSOF,HFE,Hefei Luogang International Airport,Medium airport,Hefei,China,
VYHH,HEH,Heho Airport,Medium airport,Heho,Burma,
ZYHE,HEK,Heihe Airport,Medium airport,Heihe,China,
WIMH,,Helvetia Airport,Small airport,Helvetia-Sumatra Island,Indonesia,
RCKW,HCN,Hengchun Airport,Medium airport,Hengchung,Taiwan,
ZGHY,HNY,Hengyang Nanyue Airport,Small airport,Hengyang,China,
OAHR,HEA,Herat Airport,Medium airport,Guzara District,Afghanistan,
LLHZ,,Herzliya Airport,Small airport,Herzliya,Israel,
OIFE,IFH,Hesa Airport,Small airport,Hesa,Iran,
UBBB,GYD,Heydar Aliyev International Airport,Large airport,Baku,Azerbaijan,
LLHY,,Hillel Yaffe,Heliport,Hadera,Israel,
RPVH,,Hilongos Airport,Small airport,Hilongos,Philippines,
VIDX,,Hindon Air Force Station,Small airport,,India,
VCCH,HIM,Hingurakgoda Air Force Base,Medium airport,Polonnaruwa Town,Sri Lanka,
VYHT,HEB,Hinthada Airport,Small airport,Hinthada,Burma,
VEHK,,Hirakud Airport,Small airport,Sambalpur,India,
RJOA,HIJ,Hiroshima Airport,Medium airport,Hiroshima,Japan,
RJBH,HIW,Hiroshima–Nishi Airport,Medium airport,Hiroshima,Japan,
VIHR,HSS,Hisar Airport,Medium airport,Haryana,India,
VYHB,,Hmawbi Air Base,Small airport,Hmawbi,Burma,
OYHD,HOD,Hodeidah International Airport,Medium airport,Hodeida,Yemen,
RJOF,,Hofu Airport,Medium airport,Yamaguchie,Japan,
ZBHZ,HUO,Holingol Huolinhe Airport,Medium airport,Holingol,China,
VYHL,HOX,Hommalinn Airport,Small airport,Hommalinn,Burma,
VHHH,HKG,Hong Kong International Airport,Large airport,Hong Kong,Hong Kong,
ZUHY,AHJ,Hongyuan Airport,Medium airport,Aba,China,
VO95,,Hosur Airport,Small airport,,India,
ZWTN,HTN,Hotan Airport,Medium airport,Hotan,China,
VYPA,PAA,Hpa-N Airport,Small airport,Hpa-N,Burma,
VYPP,PPU,Hpapun Airport,Small airport,Pa Pun,Burma,
RCPO,HSZ,Hsinchu Air Base,Medium airport,Hsinchu City,Taiwan,
VTPH,HHQ,Hua Hin Airport,Medium airport,Hua Hin,Thailand,
RCYU,HUN,Hualien Airport,Medium airport,Hualien City,Taiwan,
ZSLQ,HYN,Huangyan Luqiao Airport,Medium airport,Huangyan,China,
ZLHX,HTT,Huatugou Airport,Medium airport,Mengnai,China,
ZWHZ,SHF,Huayuan Airport,Small airport,Shihezi,China,
VOHB,HBX,Hubli Airport,Medium airport,Hubli,India,
ZGHZ,HUZ,Huizhou Airport,Medium airport,Huizhou,China,
WICC,BDO,Husein Sastranegara International Airport,Medium airport,Bandung-Java Island,Indonesia,
RJAH,IBR,Hyakuri Airport,Medium airport,Omitama,Japan,
OPKD,HDD,Hyderabad Airport,Small airport,Hyderabad,Pakistan,
RPUI,,Iba Airport,Small airport,Iba,Philippines,
OOIA,,Ibra Airport,Small airport,Ibra,Oman,
RKRN,,Icheon Airfield (G-510),Small airport,Jinsangmi-ro,South Korea,
RKRI,,Idong Airport (G-231),Small airport,Idong-myeon,South Korea,
RORE,IEJ,Ie Jima Airport,Medium airport,Ie,Japan,
RODE,,Ie Shima Auxiliary Air Base,Small airport,,Japan,
VREI,IFU,Ifuru Airport,Small airport,Ifuru Island,Maldives,
UOII,IAA,Igarka Airport,Medium airport,Igarka,Russia,
LTCT,IGD,Iğdır Airport,Medium airport,Iğdır,Turkey,
UHBB,BQS,Ignatyevo Airport,Medium airport,Blagoveschensk,Russia,
USHI,IRM,Igrim Airport,Small airport,,Russia,
RJDB,IKI,Iki Airport,Medium airport,Iki,Japan,
OICI,IIL,Ilam Airport,Medium airport,Ilam,Iran,
WABL,ILA,Illaga Airport,Small airport,Illaga-Papua Island,Indonesia,
RPVI,ILO,Iloilo International Airport,Medium airport,Iloilo City,Philippines,
WABE,IUL,Ilu Airport,Small airport,Ilu-Papua Island,Indonesia,
OIIE,IKA,Imam Khomeini International Airport,Large airport,Tehran,Iran,
VEIM,IMF,Imphal Airport,Medium airport,Imphal,India,
LTFK,GKD,Imroz Airport,Small airport,Gökçeada,Turkey,
LTBV,BXN,Imsık Airport,Small airport,,Turkey,
WASI,INX,Inanwatan Airport,Small airport,Inanwatan Airport-Papua Island,Indonesia,
RKSI,ICN,Seoul Incheon International Airport,Large airport,Seoul,South Korea,
LTAG,UAB,İncirlik Air Base,Medium airport,Adana,Turkey,
VIDP,DEL,Indira Gandhi International Airport,Large airport,New Delhi,India,
UUYI,INA,Inta Airport,Medium airport,Inta,Russia,
RPMV,IPE,Ipil Airport,Small airport,Ipil,Philippines,
OEPK,,Ipsa 3 Airport,Small airport,,Saudi Arabia,
OIZI,IHR,Iran Shahr Airport,Medium airport,Iranshahr,Iran,
UIII,IKT,Irkutsk Airport,Medium airport,Irkutsk,Russia,
UIIR,,Irkutsk Northwest Airport,Medium airport,Irkutsk,Russia,
RJTJ,,Iruma Air Base,Medium airport,Tokyo,Japan,
UAFI,,Isfana Airport,Small airport,Isfana,Kyrgyzstan,
VGIS,IRD,Ishurdi Airport,Medium airport,Ishurdi,Bangladesh,
WAOI,PKN,Iskandar Airport,Small airport,Pangkalanbun-Borneo Island,Indonesia,
LTBM,,Isparta Airport,Small airport,,Turkey,
UCFL,IKU,Issyk-Kul International Airport,Medium airport,Tamchy,Kyrgyzstan,
LTFM,IST,İstanbul New Airport,Large airport,Istanbul,Turkey,
WARI,,Iswahyudi Airport,Small airport,Madiun-Java Island,Indonesia,
RPLT,,Itbayat Airport,Medium airport,Itbayat,Philippines,
RJOI,IWK,Iwakuni Marine Corps Air Station,Medium airport,Iwakuni,Japan,
RJOW,IWJ,Iwami Airport,Medium airport,Masuda,Japan,
RJAW,IWO,Iwo Jima Air Base,Medium airport,Iwo Jima,Japan,
OOIZ,,Izki Air Base,Small airport,Izki,Oman,
RJOC,IZO,Izumo Airport,Medium airport,Izumo,Japan,
OOJA,JNJ,Ja'Aluni Airport,Small airport,Duqm,Oman,
VAJB,JLR,Jabalpur Airport,Medium airport,Madhya Pradesh,India,
OISJ,JAR,Jahrom Airport,Small airport,Jahrom,Iran,
WAMD,,Jailolo/Kuripasai Airport,Small airport,Kuripasai-Celebes Island,Indonesia,
VIJP,JAI,Jaipur International Airport,Medium airport,Jaipur,India,
VIJR,JSA,Jaisalmer Airport,Medium airport,,India,
VOJK,,Jakkur Aerodrome,Medium airport,Bengaluru,India,
UAFJ,,Jalal-Abad Airport,Medium airport,Jalal-Abad,Kyrgyzstan,
OAJL,JAA,Jalalabad Airport,Medium airport,Jalalabad,Afghanistan,
WAMG,GTO,Jalaluddin Airport,Small airport,Gorontalo-Celebes Island,Indonesia,
VA47,,Jalgaon Airport,Small airport,,India,
VI88,,Jallowal Airport,Small airport,,India,
OIBJ,KNR,Jam Airport,Medium airport,Kangan,Iran,
OP1A,,Jam Nida Northwest Airport,Small airport,Jam Nida,Pakistan,
VIJU,IXJ,Jammu Airport,Medium airport,Jammu,India,
VAJM,JGA,Jamnagar Airport,Medium airport,Jamnagar,India,
VNJP,JKR,Janakpur Airport,Medium airport,Janakpur,Nepal,
WIPR,RGT,Japura Airport,Medium airport,Rengat-Sumatra Island,Indonesia,
RJSO,,JASDF Airport,Small airport,Ominato,Japan,
OIZJ,JSK,Jask Airport,Small airport,Jask,Iran,
OMAJ,,Jebel Dhana Airport,Small airport,,United Arab Emirates,
RKPC,CJU,Jeju International Airport,Large airport,Jeju City,South Korea,
WMAJ,,Jendarata Airport,Small airport,Jendarata,Malaysia,
RKJU,CHN,Jeon Ju Airport (G-703),Small airport,Jeon Ju,South Korea,
RKPD,JDG,Jeongseok Airport,Medium airport,Jeju Island,South Korea,
VGJR,JSR,Jessore Airport,Medium airport,Jashahor,Bangladesh,
VEJP,PYB,Jeypore Airport,Small airport,Jeypore,India,
VIJN,,Jhansi Airport,Small airport,,India,
VEJH,,Jharsuguda Airport,Small airport,,India,
VI69,,Jhunjhunu Airport,Small airport,,India,
RK15,,Ji Po Ri Airfield (G-237),Small airport,Witguntan,South Korea,
ZYJD,JGD,Jiagedaqi Airport,Medium airport,Jiagedaqi,China,
ZYJM,JMU,Jiamusi Airport,Medium airport,Jiamusi,China,
ZYJS,JSJ,Jiansanjiang Airport,Medium airport,Jiansanjiang,China,
ZLJQ,JGN,Jiayuguan Airport,Medium airport,Jiayuguan,China,
ZGOW,SWA,Jieyang Chaoshan International Airport,Medium airport,Shantou,China,
ZYJL,JIL,Jilin Airport,Small airport,Jilin,China,
ZLJC,JIC,Jinchuan Airport,Small airport,Jinchang,China,
ZSJD,JDZ,Jingdezhen Airport,Medium airport,Jingdezhen,China,
ZSJA,JGS,Jinggangshan Airport,Medium airport,Ji'an,China,
RKPE,CHF,Jinhae Airbase/Airport (G-813/K-10),Small airport,Jinhae,South Korea,
ZSJG,JNG,Jining Qufu Airport,Medium airport,Jining,China,
OPKC,KHI,Jinnah International Airport,Medium airport,Karachi,Pakistan,
ZYJZ,JNZ,Jinzhou Airport,Medium airport,Jinzhou,China,
OS62,,Jirah Air Base,Small airport,,Syria,
VNJI,JIR,Jiri Airport,Small airport,Jiri,Nepal,
OIKJ,JYR,Jiroft Airport,Medium airport,Jiroft,Iran,
ZSJH,JUH,Jiuhuashan Airport,Small airport,Chizhou,China,
ZSJJ,JIU,Jiujiang Lushan Airport,Small airport,Jiujiang,China,
ZUJZ,JZH,Jiuzhai Huanglong Airport,Medium airport,Jiuzhaigou,China,
OPJI,JIW,Jiwani Airport,Small airport,Jiwani,Pakistan,
ZYJX,JXA,Jixi Xingkaihu Airport,Medium airport,Jixi,China,
OEGN,GIZ,Jizan Regional Airport,Medium airport,Jizan,Saudi Arabia,
RKUC,,Jochiwon Airfield (G-505),Small airport,Jochiwon,South Korea,
VIJO,JDH,Jodhpur Airport,Medium airport,Jodhpur,India,
ORBD,XQC,Joint Base Balad,Medium airport,Balad,Iraq,
RPMJ,JOL,Jolo Airport,Medium airport,Sulu,Philippines,
RPLJ,,Jomalig Island Airport,Small airport,Jomalig,Philippines,
VNJS,JMO,Jomsom Airport,Small airport,Jomsom,Nepal,
VEJT,JRH,Jorhat Airport,Medium airport,Jorhat,India,
RPUP,,Jose Panganiban,Small airport,Larap,Philippines,
RK6J,,JSA Rear Heliport (H 127),Heliport,JSA Rear,South Korea,
WARR,SUB,Juanda International Airport,Large airport,Surabaya,Indonesia,
OEJB,QJB,Jubail Airport,Medium airport,Jubail,Saudi Arabia,
VAJJ,,Juhu Aerodrome,Small airport,Mumbai,India,
VNJL,JUM,Jumla Airport,Small airport,Jumla,Nepal,
RKTI,,Jungwon Air Base/Chungju Airport,Medium airport,Gimseang-ro,South Korea,
WAQQ,TRK,Juwata Airport,Medium airport,Tarakan Island,Indonesia,
OP35,,Juzzak Airport,Small airport,Juzzak,Pakistan,
VRMT,KDM,Kaadedhdhoo Airport,Medium airport,Huvadhu Atoll,Maldives,
OPKW,KCF,Kadanwari Airport,Small airport,Kadanwari,Pakistan,
VOCP,CDP,Kadapa Airport,Medium airport,Kadapa,India,
RODN,DNA,Kadena Air Base,Large airport,Nakagami,Japan,
VRMK,KDO,Kadhdhoo Airport,Medium airport,Kadhdhoo,Maldives,
UT1P,,Kagan South Airport,Small airport,Kagan,Uzbekistan,
RJFK,KOJ,Kagoshima Airport,Large airport,Kagoshima,Japan,
LTCN,KCM,Kahramanmaraş Airport,Medium airport,Kahramanmaraş,Turkey,
VEKR,IXH,Kailashahar Airport,Medium airport,Kailashahar,India,
ZUKJ,KJH,Kaili Airport,Medium airport,Huangping,China,
WASK,KNG,Kaimana Airport,Medium airport,Kaimana-Papua Island,Indonesia,
UT1M,,Kakaydy Airport,Small airport,Goran,Uzbekistan,
LTFA,,Kaklıç Airport,Small airport,,Turkey,
WRKM,,Kalabahi Airport,Small airport,Kalabahi-Alor Island,Indonesia,
USCV,,Kalachevo Airfield,Small airport,Chelyabinsk,Russia,
UNOK,,Kalachinsk Airport,Small airport,Kalachinsk,Russia,
VEDX,,Kalaikunda Air Force Station,Small airport,,India,
OINE,KLM,Kalaleh Airport,Small airport,Kalaleh,Iran,
OPKL,KBH,Kalat Airport,Small airport,Kalat,Pakistan,
VYKL,KMV,Kalay Airport,Small airport,Kalemyo,Burma,
RPVK,KLO,Kalibo International Airport,Medium airport,Kalibo,Philippines,
WIHK,,Kalijati Airport,Small airport,Kalijati-Java Island,Indonesia,
WAQT,BEJ,Kalimarau Airport,Medium airport,Tanjung Redeb - Borneo Island,Indonesia,
VI71,,Kalka Airport,Small airport,,India,
VEKM,IXQ,Kamalpur Airport,Small airport,,India,
OYKM,KAM,Kamaran Airport,Small airport,Kamaran,Yemen,
WASU,KBX,Kambuaya Airport,Small airport,Kambuaya-Papua Island,Indonesia,
UHKG,,Kamenny Ruchey Naval Air Base,Medium airport,Sovetskaya Gavan,Russia,
RJDK,,Kamigoto Airport,Small airport,Kamigoto,Japan,
