ICAO,IATA,Name,Type,Municipality,Country
SVST,SOM,San Tomé Airport,Medium airport,El Tigre,Venezuela
SKGO,CRC,Santa Ana Airport,Medium airport,Cartago,Colombia
SLSA,SBL,Santa Ana Del Yacuma Airport,Medium airport,Santa Ana del Yacuma,Bolivia
SVSZ,STB,Miguel Urdaneta Fernández Airport,Medium airport,Colón,Venezuela
SUDU,DZO,Santa Bernardina International Airport,Medium airport,Durazno,Uruguay
SBSC,SNZ,Santa Cruz Air Force Base,Medium airport,Rio de Janeiro,Brazil
SAWU,RZA,Santa Cruz Airport,Medium airport,Santa Cruz,Argentina
SVSE,SNV,Santa Elena de Uairen Airport,Medium airport,Guayana,Venezuela
SBGO,GYN,Santa Genoveva Airport,Medium airport,Goiânia,Brazil
SBSM,RIA,Santa Maria Airport,Medium airport,Santa Maria,Brazil
SBAR,AJU,Santa Maria Airport,Medium airport,Aracaju,Brazil
SAZR,RSA,Santa Rosa Airport,Medium airport,Santa Rosa,Argentina
SERO,ETR,Santa Rosa International Airport,Medium airport,Santa Rosa,Ecuador
SAZL,SST,Santa Teresita Airport,Medium airport,Santa Teresita,Argentina
SKUC,AUC,Santiago Perez Airport,Medium airport,Arauca,Colombia
SKGI,GIR,Santiago Vila Airport,Medium airport,Girardot,Colombia
SBNM,GEL,Santo Ângelo Airport,Medium airport,Santo Ângelo,Brazil
SBRJ,SDU,Santos Dumont Airport,Medium airport,Rio De Janeiro,Brazil
SBUA,SJL,São Gabriel da Cachoeira Airport,Medium airport,São Gabriel Da Cachoeira,Brazil
SAAV,SFN,Sauce Viejo Airport,Medium airport,Santa Fe,Argentina
SBPL,PNZ,Senador Nilo Coelho Airport,Medium airport,Petrolina,Brazil
SBTE,THE,Senador Petrônio Portela Airport,Medium airport,Teresina,Brazil
SBCH,XAP,Serafin Enoss Bertaso Airport,Medium airport,Chapecó,Brazil
SPJE,JAE,Shumba Airport,Medium airport,Jaén,Peru
SGAS,ASU,Silvio Pettirossi International Airport,Medium airport,Asunción,Paraguay
SKSM,SMR,Simón Bolívar International Airport,Medium airport,Santa Marta,Colombia
SVSP,SNF,Sub Teniente Nestor Arias Airport,Medium airport,San Felipe,Venezuela
SAMR,AFA,Suboficial Ay Santiago Germano Airport,Medium airport,San Rafael,Argentina
SBTT,TBT,Tabatinga Airport,Medium airport,Tabatinga,Brazil
SETR,TPC,Tarapoa Airport,Medium airport,Tarapoa,Ecuador
SBTK,TRQ,Tarauacá Airport,Medium airport,Tarauacá,Brazil
SBTF,TFF,Tefé Airport,Medium airport,Tefé,Brazil
SBTL,TEC,Telêmaco Borba Airport,Medium airport,Telêmaco Borba,Brazil
SBUL,UDI,Ten. Cel. Aviador César Bombonato Airport,Medium airport,Uberlândia,Brazil
SLTR,TDD,Teniente Av. Jorge Henrich Arauz Airport,Medium airport,Trinidad,Bolivia
SANT,TUC,Teniente Benjamin Matienzo Airport,Medium airport,San Miguel de Tucumán,Argentina
SETU,TUA,Teniente Coronel Luis a Mantilla Airport,Medium airport,Tulcán,Ecuador
SLVM,VLM,Teniente Coronel Rafael Pabón Airport,Medium airport,Villamontes,Bolivia
SPEO,CHM,Teniente FAP Jaime A De Montreuil Morales Airport,Medium airport,Chimbote,Peru
SPAY,,Teniente General Gerardo Pérez Pinedo Airport,Medium airport,Atalaya,Peru
SCCY,GXQ,Teniente Vidal Airport,Medium airport,Coyhaique,Chile
SANR,RHD,Termas de Río Hondo international Airport,Medium airport,Termas de Río Hondo,Argentina
SBTS,,Tiriós Airport,Medium airport,Óbidos,Brazil
SAZH,OYO,Tres Arroyos Airport,Medium airport,Tres Arroyos,Argentina
SKAS,PUU,Tres De Mayo Airport,Medium airport,Puerto Asís,Colombia
SKTQ,TQS,Tres Esquinas Air Base,Medium airport,Tres Esquinas,Colombia
SBTB,TMT,Trombetas Airport,Medium airport,Oriximiná,Brazil
SCNT,PNT,Tte. Julio Gallardo Airport,Medium airport,Puerto Natales,Chile
SVTC,TUV,Tucupita Airport,Medium airport,Tucupita,Venezuela
SBTU,TUR,Tucuruí Airport,Medium airport,Tucuruí,Brazil
SVTM,TMO,Tumeremo Airport,Medium airport,Tumeremo,Venezuela
SKTJ,,Tunja Airport,Medium airport,Tunja,Colombia
SBBZ,BZC,Umberto Modiano Airport,Medium airport,Cabo Frio,Brazil
SBIP,IPN,Usiminas Airport,Medium airport,Ipatinga,Brazil
SVVP,VDP,Valle de La Pascua Airport,Medium airport,Valle de la Pascua,Venezuela
SCLL,VLR,Vallenar Airport,Medium airport,Vallenar,Chile
SKVV,VVC,Vanguardia Airport,Medium airport,Villavicencio,Colombia
SANE,SDE,Vicecomodoro Angel D. La Paz Aragonés Airport,Medium airport,Santiago del Estero,Argentina
SCTO,ZIC,Victoria Airport,Medium airport,Victoria,Chile
SAOD,VDR,Villa Dolores Airport,Medium airport,Villa Dolores,Argentina
SAZV,VLG,Villa Gesell Airport,Medium airport,Villa Gesell,Argentina
SAOR,VME,Villa Reynolds Airport,Medium airport,Villa Mercedes,Argentina
SCVM,KNA,Viña del mar Airport,Medium airport,Viña Del Mar,Chile
SBKP,VCP,Viracopos International Airport,Medium airport,Campinas,Brazil
SBQV,VDC,Vitória da Conquista Airport,Medium airport,Vitória Da Conquista,Brazil
SLYA,BYC,Yacuiba Airport,Medium airport,Yacuíba,Bolivia
SKEJ,EJA,Yariguíes Airport,Medium airport,Barrancabermeja,Colombia
SAHZ,APZ,Zapala Airport,Medium airport,Zapala,Argentina
SBZM,IZA,Zona da Mata Regional Airport,Medium airport,Juiz De Fora,Brazil
SBMO,MCZ,Zumbi dos Palmares Airport,Medium airport,Maceió,Brazil
SSOK,,14 Bis Airport,Small airport,Londrina,Brazil
SAWT,RYO,28 de Noviembre Airport,Small airport,Rio Turbio,Argentina
SNTF,TXF,9 de Maio - Teixeira de Freitas Airport,Small airport,Teixeira De Freitas,Brazil
SIJQ,,A2 Aviação Agrícola Ltda Airport,Small airport,Alta Floresta,Brazil
SNDH,,Aba Airport,Small airport,Barreiras,Brazil
SNLI,,Abaeté Airport,Small airport,Abaeté,Brazil
SDLI,,Abaré Airport,Small airport,Abaré,Brazil
SLAB,,Abopo Airport,Small airport,Cordillera,Bolivia
SPCR,,Acarí Airbase Airport,Small airport,Acarí,Perú
SVCH,,Achaguas Airport,Small airport,,Venezuela
SNUC,,Açu Airport,Small airport,Açu,Brazil
SDGA,,Adecoagro Airport,Small airport,Angélica,Brazil
SDRD,,Adhemar Ribeiro Airport,Small airport,Santa Rita Do Passa Quatro,Brazil
SVAR,,Adícora Airport,Small airport,,Venezuela
SBSO,SMT,Adolino Bedin Regional Airport,Small airport,Sorriso,Brazil
SSXN,,Aéreo Amazônia Airport,Small airport,Altamira,Brazil
SJCN,,Aero Agrícola Cristalina Airport,Small airport,Cristalina,Brazil
SWMA,,Aero Agrícola Fulanete Airport,Small airport,Barreiras,Brazil
SJTL,,Aero Agrícola Gaivota Airport,Small airport,Jaguapitã,Brazil
SWKM,,Aero Agrícola Rondon Airport,Small airport,Tangará Da Serra,Brazil
SSXW,,Aero Porto Dal Lago Airport,Small airport,Chapadão Do Sul,Brazil
SIQQ,,Aero Resende Airport,Small airport,Bom Jesus,Brazil
SJPP,,Aero Rural Airport,Small airport,Alta Floresta,Brazil
SNXE,,Aero Z Ferrus Airport,Small airport,Ferreira Gomes,Brazil
SJKA,,Aerocampo Airport,Small airport,Campo Novo Do Parecis,Brazil
CSA,,Aerocampo CSA airport,Small airport,Calchin,Argentina
SUCN,,Aeroclub Canelones,Small airport,Canelones,Uruguay
SAMI,,Aeroclub San Martín,Small airport,San Martin,Argentina
SNKB,,Aeroclube Airport,Small airport,Campina Grande,Brazil
SSBZ,,Aeroclube Airport,Small airport,Sapiranga,Brazil
SSAQ,0,Aeroclube Airport,Small airport,Passo Fundo,Brazil
SSCE,,Aeroclube Airport,Small airport,Bagé,Brazil
SNJO,,Aeroclube Airport,Small airport,João Pessoa,Brazil
SDNY,QNV,Aeroclube Airport,Small airport,Nova Iguaçu,Brazil
SNVR,,Aeroclube da Bahia Airport,Small airport,Vera Cruz,Brazil
SNGS,,Aeroclube de Alagoas Airport,Small airport,Maceió,Brazil
SSHA,,Aeroclube de Aquidauana Airport,Small airport,Aquidauana,Brazil
SSBG,BGV,Aeroclube de Bento Gonçalves Airport,Small airport,Bento Gonçalves,Brazil
SIXE,,Aeroclube de Eldorado do Sul Airport,Small airport,Eldorado Do Sul,Brazil
SSAF,,Aeroclube de Foz do Iguaçu Airport,Small airport,Santa Terezinha De Itaipu,Brazil
SDIO,,Aeroclube de Itápolis Airport,Small airport,Itápolis,Brazil
SILN,,Aeroclube de Rio Negrinho Airport,Small airport,Rio Negrinho,Brazil
SWRO,,Aeroclube de Rondônia Airport,Small airport,Porto Velho,Brazil
SSKT,,Aeroclube de Santa Catarina Airport,Small airport,São José,Brazil
SSDM,,Aeroclube de Santana do Livramento Airport,Small airport,Santana Do Livramento,Brazil
SIPA,,Aeroclube de São José do Rio Pardo Airport,Small airport,São José Do Rio Pardo,Brazil
SWVR,,Aeródromo do Canarinho,Small airport,Sinop,Brazil
SWNV,,Aeródromo Nacional de Aviação Airport,Small airport,Goiânia,Brazil
SJGF,,Aeródromo Nova Era Airport,Small airport,Pântano Grande,Brazil
SADS,,Aeródromo San Justo - Aeroclub Argentino,Small airport,San Justo,Argentina
SWXD,,Aerogardi Airport,Small airport,Itápolis,Brazil
SIUB,,Aerojaco Airport,Small airport,Sorriso,Brazil
SIQI,,Aerolis Airport,Small airport,Palmares Do Sul,Brazil
SJXA,,Aeromis Airport,Small airport,Bagé,Brazil
SJGH,,Aeropel Airport,Small airport,São Borja,Brazil
SNJM,,Aeroporto Elias Breder Airport,Small airport,Manhuaçu,Brazil
SDYS,,Aeroportobelo Airport,Small airport,Porto Belo,Brazil
SVLE,,Aeropuerto La Esmeralda,Small airport,La Esmeralda,Venezuela
SJGA,,Aerorural Floramazon Airport,Small airport,Aveiro,Brazil
SCUZ,,Aerosanta Cruz Airport,Small airport,Santa Cruz,Chile
SNZE,,Aeroxingu Airport,Small airport,Altamira,Brazil
SMAF,,Afobakka Airstrip,Small airport,Afobakka,Suriname
SNTB,,Afogados da Ingazeira Airport,Small airport,Afogados Da Ingazeira,Brazil
SNTG,,Afrânio Airport,Small airport,Afrânio,Brazil
SWGC,,Agricenter Airport,Small airport,Ponta Porã,Brazil
SWAG,,Agrícola Rio Galhão Airport,Small airport,Mateiros,Brazil
SJSS,,Agrifor Airport,Small airport,Sorriso,Brazil
SIHW,,Agrishow Airport,Small airport,Ribeirão Preto,Brazil
SWBW,,Agro Pousadas do Guaporé Airport,Small airport,Vila Bela Da Santíssima Trindade,Brazil
SWMZ,,Agroer Aviação Agrícola Airport,Small airport,Rondonópolis,Brazil
SCVU,,Agromanzún Airport,Small airport,Vilcun,Chile
SJRJ,,Agromineral Mutum Airport,Small airport,Itaituba,Brazil
SNTP,,Agropalma Airport,Small airport,Tailândia,Brazil
SDRO,,Agropastoril bom Pastor Airport,Small airport,Rondonópolis,Brazil
SNMF,,Agropastoril Monte Alegre Airport,Small airport,Monte Belo,Brazil
SJSF,,Agropecuária Barrinha Airport,Small airport,São Francisco Sales,Brazil
SWHE,,Agropecuária Cajabi Airport,Small airport,Marvelândia,Brazil
SNYH,ITI,Agropecuária Castanhais Airport,Small airport,Cumaru Do Norte,Brazil
SNLJ,,Agropecuária Céu Aberto Ltda Airport,Small airport,Aripuanã,Brazil
SIZS,,Agropecuária Equus Airport,Small airport,Gaúcha,Brazil
SNLK,,Agropecuária Ferreira Penço Ltda Airport,Small airport,Aripuanã,Brazil
SVGA,,Agropecuaria Gamma Airport,Small airport,,Venezuela
SVGG,,Agropecuaria Los Araguaneyes Airport,Small airport,,Venezuela
SSYQ,,Agropecuária Monte Alverne Airport,Small airport,Carazinho,Brazil
SWQH,,Agropecuária Nova Santana Airport,Small airport,Aripuanã,Brazil
SNMW,,Agropecuária Paralelo Dez Ltda Airport,Small airport,Aripuanã,Brazil
SVSI,,Agropecuaria San Francisco Airport,Small airport,,Venezuela
SJRK,,Agropecuária São Roberto Airport,Small airport,Santana Do Araguaia,Brazil
SWNF,,Agropecuária Tratex Airport,Small airport,Colider,Brazil
SJHU,,Agropecuária Vale do Guaporé Airport,Small airport,Vila Bela Da Santíssima Trindade,Brazil
SDOL,,Agropesp Airport,Small airport,Tapurá,Brazil
SDUA,,Agrorural Sol Nascente Airport,Small airport,Aveiro,Brazil
SWZA,,Agrosan Airport,Small airport,Juara,Brazil
SIUL,,Agrosserra Airport,Small airport,São Raimundo Das Mangabeiras,Brazil
SNAV,,Agrovale Airport,Small airport,Juazeiro,Brazil
SILS,,Água Branca Airport,Small airport,Itaituba,Brazil
SCKO,,Agua Buena Airport,Small airport,Collipulli,Chile
SVAU,,Agua Clara Airport,Small airport,,Venezuela
SJYE,,Água Fria Airport,Small airport,Pacaraima,Brazil
SVGL,,Agua Linda Airport,Small airport,,Venezuela
SCAG,,Agua Santa Airport,Small airport,Palmilla,Chile
SCGU,,Aguas Blancas Airport,Small airport,Antofagasta,Chile
SPAT,,Aguas Calientes Airport,Small airport,Aguas Calientes,Perú
SJXH,,Águas Frias Airport,Small airport,Iraí,Brazil
SPAG,,Aguaytia Airport,Small airport,Aguaytia,Perú
SWIV,,Águia Branca do Paru Airport,Small airport,Almeirim,Brazil
SCNH,,Ainhoa Airport,Small airport,Vilcún,Chile
SLAQ,,Aiquile Airport,Small airport,Campero,Bolivia
SYAH,AHL,Aishalton Airport,Small airport,Aishalton,Guyana
SDIR,,Ajarani 2 Airstrip,Small airport,Iracema,Brazil
SJYF,,Ajarani Airport,Small airport,Caracaraí,Brazil
SDUO,QGS,Alagoinhas Airport,Small airport,Alagoinhas,Brazil
SMDU,,Alalapadu Airstrip,Small airport,Alalapadi,Suriname
SPAL,,Alao Airport,Small airport,El Dorado,Perú
SE01,,Alba Elena Airport,Small airport,Rocafuerte,Ecuador
SSTN,,Alberto Bertelli Airport,Small airport,Araraquara,Brazil
SKSO,SOX,Alberto Lleras Camargo Airport,Small airport,Sogamoso,Colombia
SCSA,,Alberto Santos Dumont Airport,Small airport,Til Til,Chile
SMBN,ABN,Albina Airport,Small airport,Albina,Suriname
SKAD,ACD,Alcides Fernández Airport,Small airport,Acandí,Colombia
SIQU,,Alcoolvare Airport,Small airport,Aparecida Do Taboado,Brazil
SDWC,,Aldeia Baú Airport,Small airport,Altamira,Brazil
SDVU,,Aldeia Kremoro Airport,Small airport,Peixoto De Azevedo,Brazil
SDWJ,,Aldeia Kubenkroke Airport,Small airport,Altamira,Brazil
SDNV,,Aldeia Nacepoti Airport,Small airport,Altamira,Brazil
SDNW,,Aldeia Piaracu Airport,Small airport,São José Do Xingu,Brazil
SDOZ,,Aldeia Pontal Airport,Small airport,Apiacás,Brazil
SJBN,,Aldeia Pykany Airport,Small airport,Altamira,Brazil
SSLT,ALQ,Alegrete Novo Airport,Small airport,Alegrete,Brazil
SCAM,,Alempue Airport,Small airport,Teno,Chile
SDWQ,ALT,Alenquer Airport,Small airport,Alenquer,Brazil
SPAR,ALD,Alerta Airport,Small airport,Fortaleza,Perú
SATK,LLS,Alferez Armando Rodriguez Airport,Small airport,Las Lomitas,Argentina
SPAS,AOP,Alferez FAP Alfredo Vladimir Sara Bauer Airport,Small airport,Andoas,Perú
SIWF,,Algodoeira Airport,Small airport,Diamantino,Brazil
SVAL,,Algodonal Airport,Small airport,,Venezuela
SCHG,,Almahue Airport,Small airport,Pichidegua,Chile
SNYA,,Almeirim Airport,Small airport,Almeirim,Brazil
SCDW,,Almirante Schroeders Airport,Small airport,Isla Dawson,Chile
SVAO,,Altagracia de Orituco Airport,Small airport,,Venezuela
SCCN,,Alto Cauquenes Airport,Small airport,Cauquenes,Chile
SJYG,,Alto Mucajaí Airport,Small airport,Alto Alegre,Brazil
SCAP,WAP,Alto Palena Airport,Small airport,Alto Palena,Chile
SDXF,,Alto Paraíso Airport,Small airport,Alto Paraíso,Brazil
SNAI,APY,Alto Parnaíba Airport,Small airport,Alto Parnaíba,Brazil
SCXA,,Alupenhue Airport,Small airport,Molina,Chile
SEPS,,Amable Calle Gutierrez Airport,Small airport,Pasaje,Ecuador
SKAM,AFI,Amalfi Airport,Small airport,Amalfi,Colombia
SSAM,,Amambaí Airport,Small airport,Amambaí,Brazil
SBAM,,Amapá Airport,Small airport,Amapá,Brazil
SDAM,CPQ,Amarais Airport,Small airport,Campinas,Brazil
SMAM,,Amatopo Airstrip,Small airport,Amatopo,Suriname
SIPY,,Ambrósio Airport,Small airport,Portel,Brazil
SDAI,,Americana Airport,Small airport,Americana,Brazil
SWAO,,Anamoim Airport,Small airport,São Gabriel Da Cachoeira,Brazil
SWNS,APS,Anápolis Airport,Small airport,Anápolis,Brazil
SUAN,,Anchorena Airport,Small airport,Estancia Anchorena,Uruguay
SPNO,,Ancón Airport,Small airport,Ancón,Perú
SPHY,ANS,Andahuaylas Airport,Small airport,Andahuaylas,Perú
SA35,,Andalgalá Airport,Small airport,Andalgalá,Argentina
SKAN,ADN,Andes Airport,Small airport,Andes,Colombia
SSAN,,Andirá Airport,Small airport,Andirá,Brazil
SDJS,,Andorinha Airport,Small airport,Uiramutã,Brazil
SDDN,,Andradina - Paulino Ribeiro de Andrade Airport,Small airport,Andradina,Brazil
SVIE,ICC,Andrés Miguel Salazar Marcano Airport,Small airport,Isla de Coche,Venezuela
SDKA,,Angical Airport,Small airport,Normandia,Brazil
SLAN,,Angora Airport,Small airport,Ballivian,Bolivia
SDAG,,Angra dos Reis Airport,Small airport,Angra Dos Reis,Brazil
SYAN,NAI,Annai Airport,Small airport,Annai,Guyana
SCAA,,Añorada Airport,Small airport,Frutillar,Chile
SVTE,,Antabare Airport,Small airport,,Venezuela
SAVN,OES,Antoine de Saint Exupéry Airport,Small airport,San Antonio Oeste,Argentina
SNYW,GMS,Antônio Guerreiro Airport,Small airport,Guimarães,Brazil
SMPT,,Apetina Airstrip,Small airport,Apetina,Suriname
SSIC,,APLIC Aviação Agrícola Ltda Airport,Small airport,Dourados,Brazil
SSPO,,Aplicação Aviação Agrícola II Airport,Small airport,Itaporã,Brazil
SLAP,APB,Apolo Airport,Small airport,Apolo,Bolivia
SA23,,Apóstoles Airport,Small airport,Apóstoles,Argentina
SYAP,,Apoteri Airport,Small airport,Apoteri,Guyana
SVAP,,Apurito Airport,Small airport,Apurito,Venezuela
SJXB,,Aquapey Airport,Small airport,Porto Esperdião,Brazil
SNAT,,Aracati Airport,Small airport,Aracati,Brazil
SVRE,,Aracay Abajo Airport,Small airport,,Venezuela
SNUI,,Araçuai Airport,Small airport,Araçuai,Brazil
SJVO,ARS,Aragarças Airport,Small airport,Aragarças,Brazil
SJAU,,Araguacema Airport,Small airport,Araguacema,Brazil
SWAY,0,Araguaiana Airport,Small airport,Araguaiana,Brazil
SNAG,,Araguari Airport,Small airport,Araguari,Brazil
SNAH,,Araguari AirportAdustina Airport,Small airport,Adustina,Brazil
SJGU,,Araguatins Airport,Small airport,Araguatins,Brazil
SJYI,,Araí Airport,Small airport,Pacaraima,Brazil
SEAR,,Arajuno Airport,Small airport,Arajuno,Ecuador
SLAM,,Arampampa Airport,Small airport,Gral. Ballivian,Bolivia
SEAP,,Arapicos Airport,Small airport,Sangay,Ecuador
SNAL,APQ,Arapiraca Airport,Small airport,Arapiraca,Brazil
SSOG,APX,Arapongas Airport,Small airport,Arapongas,Brazil
SSYA,AAG,Arapoti Airport,Small airport,Arapoti,Brazil
SKAC,ACR,Araracuara Airport,Small airport,Araracuara,Colombia
SDAA,,Araras Airport,Small airport,Araras,Brazil
SNAB,,Araripina Airport,Small airport,Araripina,Brazil
SJYJ,,Aratha-Ú Airport,Small airport,Alto Alegre,Brazil
SVAY,,Araya Airport,Small airport,,Venezuela
SNAE,,Arcoverde Airport,Small airport,Arcoverde,Brazil
SWAN,,Arenápolis Airport,Small airport,Arenápolis,Brazil
SJDJ,,Arenhart Airport,Small airport,Uruguaiana,Brazil
SVAI,,Arichuna Airport,Small airport,,Venezuela
SV74,,Aricuaisa Airport,Small airport,,Venezuela
SSOU,AIR,Aripuanã Airport,Small airport,Aripuanã,Brazil
SJOG,,Ariquemes Airport,Small airport,Ariquemes,Brazil
SVAS,LPJ,Armando Schwarck Airport,Small airport,Guayabal,Venezuela
SWOA,,Arnapar Airport,Small airport,Goianira,Brazil
SCAQ,,Arquilhué Airport,Small airport,Lago Ranco,Chile
SSTI,,Arraial d`Ajuda Airport,Small airport,Porto Seguro,Brazil
SWRA,AAI,Arraias Airport,Small airport,Arraias,Brazil
SSAE,,Arroio Grande Airport,Small airport,Arroio Grande,Brazil
SSYN,,Arrozeira Airport,Small airport,Miranda,Brazil
SUAG,ATI,Artigas International Airport,Small airport,Artigas,Uruguay
SWNH,,Aruanã Airport,Small airport,Aruanã,Brazil
SIGN,,Asa Delta Airport,Small airport,General Carneiro,Brazil
SJPR,,Asas de Balsa Nova Airport,Small airport,Balsa Nova,Brazil
SEAS,,Ascazubi Airport,Small airport,Ascazubi,Ecuador
SLAS,ASC,Ascención De Guarayos Airport,Small airport,Ascensión de Guarayos,Bolivia
SACN,,Ascochinga Airport,Small airport,Ascochinga,Argentina
SWAK,,Assunção do Içana Airport,Small airport,São Gabriel Da Cachoeira,Brazil
SSGI,,Astral Airport,Small airport,Eldorado Do Sul,Brazil
SCAK,,Atacalco Airport,Small airport,Recinto,Chile
SEIB,,Atahualpa Airport,Small airport,Ibarra,Ecuador
SDPC,,Atena Airport,Small airport,Rancharia,Brazil
SDTB,,Atibaia Airport,Small airport,Atibaia,Brazil
SPOY,,Atico Airport,Small airport,Atico,Perú
SWBV,,Auaris Airport,Small airport,Boa Vista,Brazil
SCIL,,Aucó Airport,Small airport,Illapel,Chile
SIAY,,Auriflama Airport,Small airport,Auriflama,Brazil
SMVO,,Avanavero Airstrip,Small airport,Avanavero,Suriname
SDRR,,Avaré-Arandu Airport,Small airport,Avaré,Brazil
SILB,,Aviador Mário Luiz Spinelli Airport,Small airport,Chapada Dos Guimarães,Brazil
SJPQ,,Avstal Airport,Small airport,Unaí,Brazil
