ICAO,IATA,Name,Type,Municipality,Country
SJKM,,Canawapai Airport,Small airport,Uiramutã,Brazil
SC1A,,Canchones West Airport,Small airport,Canchones,Chile
SSIO,,Candiota Airport,Small airport,Candiota,Brazil
SIUW,,Candote Airport,Small airport,Três Lagoas,Brazil
SSCN,QCN,Canela Airport,Small airport,Canela,Brazil
SNQG,FLB,Cangapara Airport,Small airport,Floriano,Brazil
SVCM,,Cañita Mendera Airport,Small airport,Tinaco,Venezuela
SVCK,,Caño Lucas Airport,Small airport,El Poblado,Venezuela
SVKN,,Caño Negro Airport,Small airport,,Venezuela
SNKU,,Canudos Airport,Small airport,Canudos,Brazil
SACA,,Cap D. Omar Darío Gelardi Airport,Small airport,Santa Isabel - Córdoba,Argentina
SDCA,,Capão Bonito Airport,Small airport,Capão Bonito,Brazil
SSKK,,Capão da Canoa Airport,Small airport,Capão Da Canoa,Brazil
SWMC,,Capão da Cruz Airport,Small airport,Luís Antônio,Brazil
SIMJ,,Capinópolis - Aviação Agrícola Buttarello Ltda. Airport,Small airport,Capinópolis,Brazil
SLSB,SRJ,Capitán Av. German Quiroga G. Airport,Small airport,San Borja,Bolivia
SLSI,SNG,Capitán Av. Juan Cochamanidis S. Airport,Small airport,San Ignacio de Velasco,Bolivia
SLRI,RIB,Capitán Av. Selin Zeitun Lopez Airport,Small airport,Riberalta,Bolivia
SLVG,VAH,Capitán Av. Vidal Villagomez Toledo Airport,Small airport,Vallegrande,Bolivia
SLGY,GYA,Capitán de Av. Emilio Beltrán Airport,Small airport,Guayaramerín,Bolivia
SPRM,,Capitán FAP Leonardo Alvariño Herr Airport,Small airport,San Ramón,Perú
SUBL,,Capitán Juan Manuel Boiso Lanza Air Base,Small airport,Montevideo,Uruguay
SVCZ,,Capitán Manuel Ríos Airbase,Small airport,Carrizal,Venezuela
SSHC,,Capitão Pedro Paranhos Airport,Small airport,Guapirama,Brazil
SSCV,,Capivari Airport,Small airport,Capivari Do Sul,Brazil
SSAP,APU,Captain João Busse Airport,Small airport,Apucarana,Brazil
SKCA,CPB,Capurganá Airport,Small airport,Capurganá,Colombia
SITD,,Cara Preta Airport,Small airport,Itaituba,Brazil
SJKN,,Caracanã Airport,Small airport,Uiramutã,Brazil
SWQI,,Caracaraí Airport,Small airport,Caracaraí,Brazil
SDKL,,Caracaranã Airport,Small airport,Normandia,Brazil
SJKQ,,Caramambataí (Mapae) Airport,Small airport,Uiramutã,Brazil
SLVI,,Caranavi Airport,Small airport,Nor Yungas,Bolivia
SLDA,,Caranda Airport,Small airport,Ichilo,Bolivia
SDKZ,,Caraparu 4 Airport,Small airport,Uiramutã,Brazil
SJKP,,Caraparu Airport,Small airport,Uiramutã,Brazil
SJKO,,Cararuau Airport,Small airport,Normândia,Brazil
SWCA,CAF,Carauari Airport,Small airport,Carauari,Brazil
SPVL,,Caraveli Airport,Small airport,Caraveli,Perú
SPAA,,Caraz Airport,Small airport,Ancash,Perú
SSKZ,,Carazinho Airport,Small airport,Carazinho,Brazil
SVBR,,Carbonero Airport,Small airport,,Venezuela
SUCD,,Cardona Airport,Small airport,Cardona,Uruguay
SKCI,CCO,Carimagua Airport,Small airport,Puerto López,Colombia
SNNH,,Carinhanha Airport,Small airport,Carinhanha,Brazil
SJZM,,Carlos Alberto Pinto Airport,Small airport,Arraias,Brazil
SBPR,,Carlos Prates Airport,Small airport,Belo Horizonte,Brazil
SSAK,CZB,Carlos Ruhl Airport,Small airport,Cruz Alta,Brazil
SUCM,,Carmelo Airport,Small airport,Carmelo,Uruguay
SKCB,,Carmen De Bolivar Airport,Small airport,Carmen De Bolivar,Colombia
SITC,,Carmine Castaldo Airport,Small airport,Tabaporã,Brazil
SSZY,,Carneirinho Agroindustrial Airport,Small airport,Carneirinho,Brazil
SCMY,,Carolina Airport,Small airport,Michilla,Chile
SJXM,,Carolina de Assis Repetto Airport,Small airport,Lima Duarte,Brazil
SVRR,,Carrao Airport,Small airport,,Venezuela
SNRU,CAU,Caruaru Airport,Small airport,Caruaru,Brazil
SKCR,CUO,Carurú Airport,Small airport,Carurú,Colombia
SNCP,CTP,Carutapera Airport,Small airport,Carutapera,Brazil
SDKB,,Casa Branca Airport,Small airport,Casa Branca,Brazil
SPCG,,Casa Grande Airport,Small airport,Ascope,Perú
SDFX,,Casa Nova Airport,Small airport,Casa Nova,Brazil
SWCV,,Casalvasco Airport,Small airport,Vila Bela Da Santíssima Trindade,Brazil
SKMN,,Casanare Airport,Small airport,Maní,Colombia
SCZC,,Casas Viejas Airport,Small airport,Zapallar,Chile
SVCG,CUV,Casigua El Cubo Airport,Small airport,Casigua El Cubo,Venezuela
SPSA,,Casma Airport,Small airport,Casma,Perú
SSCL,CSS,Cassilândia Airport,Small airport,Cassilândia,Brazil
SNCB,,Castanhal Airport,Small airport,Prainha,Brazil
SSQT,QAC,Castro Airport,Small airport,Castro,Brazil
SSRF,,Castro Alves Airport,Small airport,Castro Alves,Brazil
SWKT,TLZ,Catalão Airport,Small airport,Catalão,Brazil
SDCD,,Catanduva Airport,Small airport,Catanduva,Brazil
SIBU,,Catolé da Rocha Airport,Small airport,Catolé Da Rocha,Brazil
SJKS,,Catrimani I Airport,Small airport,Mucajaí,Brazil
SKLG,LQM,Caucaya Airport,Small airport,Puerto Leguízamo,Colombia
SVCT,,Caujarito Airport,Small airport,,Venezuela
SWCW,,Cavalcante Airport,Small airport,Cavalcante,Brazil
SAHE,CVH,Caviahue Airport,Small airport,Lafontaine,Argentina
SLCV,,Cavinas Airport,Small airport,Ballivian,Bolivia
SIPB,,CAVU - Clube de Aviação Ultraleve Airport,Small airport,Raposa,Brazil
SNXB,,Caxambu Airport,Small airport,Caxambu,Brazil
SMCA,AAJ,Cayana Airstrip,Small airport,Awaradam,Suriname
SVCQ,,Cazorla Airport,Small airport,,Venezuela
SNOG,,Ceará-Mirim Airport,Small airport,Ceará-Mirim,Brazil
SDCX,,Celeiro 2 Airport,Small airport,Gilbués,Brazil
SPLD,,Celendín Airport,Small airport,Celendín,Perú
SE22,,Celia Maria Airport,Small airport,Pasaje,Ecuador
SSZS,0,Centenário do Sul Airport,Small airport,Centenário Do Sul,Brazil
SSAU,,Centeno Airport,Small airport,Tapes,Brazil
SVSJ,,Central Bolívar Airport,Small airport,,Venezuela
SVTJ,,Central Matilde Airport,Small airport,central Matilde,Venezuela
SVBU,,Central Venezuela Airport,Small airport,Bobures,Venezuela
SNCW,,Centro de Lançamento de Alcântara Airport,Small airport,Alcântara,Brazil
SDOI,,Centro Nacional de Pára-quedismo Airport,Small airport,Boituva,Brazil
SLCS,,Cerdas Airport,Small airport,Nor Lipez,Bolivia
SANW,CRR,Ceres Airport,Small airport,Ceres,Argentina
SWCZ,0,Ceres Airport,Small airport,Ceres,Brazil
SLER,,Cerrillos Airport,Small airport,Hernando Siles,Bolivia
SCPY,,Cerro Castillo Airport,Small airport,Cerro Castillo,Chile
SAZK,,Cerro Catedral Airport,Small airport,Cerro Catedral,Argentina
SUMO,MLZ,Cerro Largo International Airport,Small airport,Melo,Uruguay
SPEQ,,Cesar Torke Podesta Airport,Small airport,Moquegua,Perú
SWLY,,Chácara MCL Airport,Small airport,Andradina,Brazil
SNYP,,Chácara Paraíso Airport,Small airport,Benevides,Brazil
SWCL,,Chácara Santa Eulália Airport,Small airport,Alta Floresta,Brazil
SWXJ,,Chácara São José Airport,Small airport,Cuiabá,Brazil
SDXE,,Chácara Serradinho Airport,Small airport,Jaboticabal,Brazil
SWKP,,Chácara Veneza Airport,Small airport,Pontes E Lacerda,Brazil
SLHS,,Chacobos Airport,Small airport,Parapeti,Bolivia
SPGL,,Chagual Airport,Small airport,,Perú
SPHC,,Chala Airport,Small airport,Puerto Chala,Perú
SCHA,,Chamonate Airport,Small airport,Copiapo,Chile
SCHN,,Chan Chan Airport,Small airport,Choshuenco,Chile
SSCD,,Chapadão do Sul Airport,Small airport,Chapadão Do Sul,Brazil
SKHA,CPL,Chaparral Airport,Small airport,Chaparral,Colombia
SLCG,,Charagua Airport,Small airport,Cordillera,Bolivia
SLCN,,Charaña Airport,Small airport,Charaña,Bolivia
SUPC,,Charles Chalkling Airport,Small airport,Paysandú,Uruguay
SNXW,,Chaves Airport,Small airport,Chaves,Brazil
SPZT,,Chazuta Airport,Small airport,Chazuta,Perú
SACP,,Chepes Airport,Small airport,Chepes,Argentina
SCEK,,Chépica Airport,Small airport,Chepica,Chile
SSOR,,Chico Ledur Airport,Small airport,Alegrete,Brazil
SCHC,,Chicureo Airport,Small airport,Santiago,Chile
SKIG,IGO,Chigorodó Airport,Small airport,Chigorodó,Colombia
SANO,,Chilecito Airport,Small airport,Chilecito,Argentina
SERB,,Chimborazo Airport,Small airport,Riobamba,Ecuador
SLCH,CCA,Chimore Airport,Small airport,Chimore,Bolivia
SVCW,,Chinazón Airport,Small airport,,Venezuela
SPHA,,Chincha Airport,Small airport,Chincha,Perú
SLGQ,,Chiquitos Airport,Small airport,,Bolivia
SLCX,,Chive Airport,Small airport,Iturralde,Bolivia
SA29,,Choele Choel Airport,Small airport,Choele Choel,Argentina
SCGH,,Cholguahue Airport,Small airport,Los Angeles,Chile
SCIF,,Chollinco Airport,Small airport,Llifen,Chile
SECH,,Chone Airport,Small airport,Chone,Ecuador
SLCT,,Choreti,Small airport,Mamore,Bolivia
SAHC,HOS,Chos Malal Airport,Small airport,Chos Malal,Argentina
SPCT,,Chota Airport,Small airport,Chota,Perú
SCHD,,Chumilden Airport,Small airport,Chaiten,Chile
SVHH,,Churuguara Airport,Small airport,Churuguara,Venezuela
SUCH,,Chuy Airport,Small airport,Chuy,Uruguay
SSCT,,Cianorte Airport,Small airport,Cianorte,Brazil
SNCI,,Cibrasa Airport,Small airport,Capanema,Brazil
SKIO,,Cicuco Airport,Small airport,Limón,Colombia
SICK,,Cidade Capelinha Airport,Small airport,Capelinha,Brazil
SJFI,,CIFI Airport,Small airport,Cuiabá,Brazil
SNXY,,Cikel Brasil Verde Airport,Small airport,Portel,Brazil
SIXW,,Cimento Poty Airport,Small airport,Caaporá,Brazil
SKCM,CIM,Cimitarra Airport,Small airport,Cimitarra,Colombia
SNIO,,Cipó Airport,Small airport,Cipó,Brazil
SAHI,,Cipoletti Aeroclub Airport,Small airport,Cipoletti,Argentina
SNAR,AMJ,Cirilo Queiróz Airport,Small airport,Almenara,Brazil
SPAC,,Ciro Alegria Airport,Small airport,Bagua,Perú
SIVJ,,Cirrus Sociedade Aerodesportiva Airport,Small airport,Jaboticatubas,Brazil
SPCC,,Ciudad Constitución Airport,Small airport,Ciudad Constitución,Perú
SVDW,,Ciudad Piar Airport,Small airport,,Venezuela
SWUD,,Cláudio Airport,Small airport,Cláudio,Brazil
SATC,CLX,Clorinda Airport,Small airport,Clorinda,Argentina
SIVG,,Clube Aerodesportivo Selva Airport,Small airport,Sinop,Brazil
SIAN,,Clube CÉU Airport,Small airport,Rio de Janeiro,Brazil
SWON,,Clube de Aviação Céu Azul Airport,Small airport,Araquari,Brazil
SJNA,,Clube de Esportes Aéreos e Náuticos do Pará Airport,Small airport,Belém,Brazil
SWYV,,Clube de Marte Ibirá de Pará-Quedismo Airport,Small airport,Ibirá,Brazil
SILQ,,Clube de Ultraleves Aeroleve Airport,Small airport,Cascavel,Brazil
SECQ,,Coaque Airport,Small airport,Coaque,Ecuador
SWKO,CIZ,Coari Airport,Small airport,Coari,Brazil
SWKE,,Cobrape Airport,Small airport,Formoso Do Araguaia,Brazil
SCKM,,Cochamó Airport,Small airport,Cochamo,Chile
SVOW,,Coco de Mono Airport,Small airport,,Venezuela
SNCQ,,Cocorobó Airport,Small airport,Euclides Da Cunha,Brazil
SNKC,,Cocos Airport,Small airport,Cocos,Brazil
SVDC,,Cocuiza Airport,Small airport,,Venezuela
SIML,,Codenorte Airport,Small airport,Moju,Brazil
SVDS,,Codsa Airport,Small airport,,Venezuela
SMCI,,Coeroeni Airport,Small airport,Coeroeni,Suriname
SNCX,QCH,Colatina Airport,Small airport,Colatina,Brazil
SIKC,,Colider Airport,Small airport,Colider,Brazil
SNKL,0,Colinas Airport,Small airport,Colinas,Brazil
SPOL,,Collique Airport,Small airport,Collique Bajo,Perú
SLCY,,Collpa Airport,Small airport,A. Ibañez,Bolivia
SLCL,,Collpani Airport,Small airport,Abaroa,Bolivia
SIXZ,,Colniza Airport,Small airport,Colniza,Brazil
SGVO,,Colonia Volendam Airport,Small airport,Villa del Rosario,Paraguay
SIED,,Colonial Airport,Small airport,Verdelândia,Brazil
SCSK,,Colorado Airport,Small airport,San Clemente,Chile
SIME,,Comandante Carlos Inácio Agnes Airport,Small airport,Davinópolis,Brazil
SSOW,,Comandante Carmelo Airport,Small airport,Itaituba,Brazil
SDVI,,Comandante Gastão Airport,Small airport,Tangará Da Serra,Brazil
SA33,,Comandante Luis Piedrabuena Airport,Small airport,Comandante Luis Piedrabuena,Argentina
SSCO,,Comandante Marilda Zaiden de Mesquita Airport,Small airport,Capão Do Leão,Brazil
SNFE,,Comandante Paschoal Patrocínio Filho Airport,Small airport,Alfenas,Brazil
SJCA,,Comandante Vittorio Bonomi Airport,Small airport,Mococa,Brazil
SLCR,,Comarapa Airport,Small airport,M. Caballero,Bolivia
SDQQ,,Companhia Agrícola de Quatá Airport,Small airport,Quatá,Brazil
SWCT,,Complexo Turístico S. R. Pantanal Hotéis LTDA Airport,Small airport,Poconé,Brazil
SBJD,,Comte. Rolim Adolfo Amaro–Jundiaí State Airport,Small airport,Jundiaí,Brazil
SIXM,,Comunidade São Leopoldo do Tapajós Airport,Small airport,Itaituba,Brazil
SIBW,,Conceição Airport,Small airport,Conceição,Brazil
SNKD,,Conceição do Mato Dentro Airport,Small airport,Conceição Do Mato Dentro,Brazil
SLCP,CEP,Concepción Airport,Small airport,Concepción,Bolivia
SSCK,CCI,Concórdia Airport,Small airport,Concórdia,Brazil
SJRI,,Condomínio Boa Esperança Airport,Small airport,Baixa Grande Do Ribeiro,Brazil
SSVG,,Condomínio Fly Vila Resort Airport,Small airport,Guapé,Brazil
SIFQ,,Condomínio Menega Airport,Small airport,Flores Da Cunha,Brazil
SJHG,CFO,Confresa Airport,Small airport,Confresa,Brazil
SPCM,,Contamana Airport,Small airport,Contamana,Perú
SJKT,,Contão Airport,Small airport,Normândia,Brazil
SCCK,,Contao Airport,Small airport,Contao,Chile
SNCF,,Continental Airport,Small airport,Altamira,Brazil
SLCC,,Copacabana Airport,Small airport,Copacabana,Bolivia
SSKP,,Copacel Airport,Small airport,Palotina,Brazil
SLLQ,,Copaquilla Airport,Small airport,L. Cabrera,Bolivia
SWCJ,,Coperjava Airport,Small airport,Formoso Do Araguaia,Brazil
SCHP,,Copihue Airport,Small airport,Retiro,Chile
SCKP,CPP,Coposa Airport,Small airport,Pica,Chile
SLQN,,Coquinal Airport,Small airport,Ballivian,Bolivia
SVDR,,Cordereño Airport,Small airport,Cordereño,Venezuela
SDKE,,Coribe Airport,Small airport,Coribe,Brazil
SWKX,0,Corixá Airport,Small airport,Cáceres,Brazil
SSCP,CKO,Cornélio Procópio Airport,Small airport,Cornélio Procópio,Brazil
SVRT,,Corocito Airport,Small airport,,Venezuela
SNOZ,,Coronel Alexandre Raposo Airport,Small airport,Paço Do Lumiar,Brazil
SBGV,GVR,Coronel Altino Machado de Oliveira Airport,Small airport,Governador Valadares,Brazil
SBLE,LEC,Coronel Horácio de Mattos Airport,Small airport,Lençóis,Brazil
SACD,,Coronel Olmedo Airport,Small airport,Cordoba,Argentina
SGOV,,Coronel Oviedo Airport,Small airport,Coronel Oviedo,Paraguay
SABP,,Coronel Pringles Airport,Small airport,Coronel Pringles,Argentina
SVKV,,Corral Viejo Airport,Small airport,La Bombita,Venezuela
SNKR,,Corrente Airport,Small airport,Corrente,Brazil
SNTY,,Correntina Airport,Small airport,Correntina,Brazil
SCPR,,Corte Alto Airport,Small airport,Purranque,Chile
SJNX,,Cosmos Aviação Agrícola Airport,Small airport,Chapadão Do Céu,Brazil
SCSO,,Costa del Sol Airport,Small airport,Lago Rapel,Chile
SNME,,Costa dos Coqueiros Airport,Small airport,Mata De São João,Brazil
SDEN,,Costa Esmeralda Airport,Small airport,Porto Belo,Brazil
SWCQ,CQS,Costa Marques Airport,Small airport,Costa Marques,Brazil
SDXJ,,Costa Rica Airport,Small airport,Costa Rica,Brazil
SEHI,,Cotachachi Airport,Small airport,Cotacachi,Ecuador
SCBN,,Cotreumo Airport,Small airport,Rio Bueno,Chile
SMCT,,Cottica Airstrip,Small airport,Lawa Cottica,Suriname
SLVD,,Covendo Airport,Small airport,Sud Yungas,Bolivia
SSCI,,Coxim Airport,Small airport,Coxim,Brazil
SNWS,,Crateús Airport,Small airport,Crateús,Brazil
SKCN,RAV,Cravo Norte Airport,Small airport,Cravo Norte,Colombia
SIID,,Crepurizão Airport,Small airport,Itaituba,Brazil
SNKT,,Crepurizinho Airport,Small airport,Itaituba,Brazil
SNKH,,Creputiá Airport,Small airport,Creputiá,Brazil
SIVK,,Crispiano Airport,Small airport,Monte Alegre De Goiás,Brazil
SJTA,,Cristal Airport,Small airport,Borá,Brazil
SDXB,,Cristalina Airport,Small airport,Cristalina,Brazil
SNBM,,Cristiano Ferreira Varella Airport,Small airport,Muriaé,Brazil
SAMC,,Cristo Redentor Airport,Small airport,Cristo Redentor,Argentina
SKCE,,Cruz Verde Airport,Small airport,Ibague,Colombia
SVCY,,Cuartel Yaruro Airport,Small airport,Las Campanas,Venezuela
SCVQ,,Cuatro Pantanos Airport,Small airport,Vichuquen,Chile
SWKU,,Cucuí Airport,Small airport,São Gabriel Da Cachoeira,Brazil
SLUC,,Cuevo Airport,Small airport,Cordillera,Bolivia
SLCU,,Culpina Airport,Small airport,Sud Cinti,Bolivia
SJKU,,Cumaipá Airport,Small airport,Uiramutã,Brazil
SJKV,,Cumanã I Airport,Small airport,Pacaraima,Brazil
SJKW,,Cumanã II Airport,Small airport,Pacaraima,Brazil
SVRB,,Cumarebo Airport,Small airport,,Venezuela
SKUM,,Cumaribo Airport,Small airport,Cumaribo,Colombia
SDKH,,Cunatama Airport,Small airport,Cunatama,Brazil
SVCV,,Cunaviche Airport,Small airport,Cunaviche,Venezuela
SPCN,,Cunocuno Airport,Small airport,Cunocuno,Perú
SKCP,,Cupica Airport,Small airport,Bahía Solano,Colombia
SCCV,,Curacaví Airport,Small airport,Curacaví,Chile
SCGP,,Curaco Airport,Small airport,Panguipulli,Chile
SLUK,,Curahuara de Carangas Airport,Small airport,Oruro,Bolivia
SECR,,Curaray Airport,Small airport,Curacay,Ecuador
SCKQ,,Curimanque Airport,Small airport,Pucon,Chile
SSKU,QCR,Curitibanos Airport,Small airport,Curitibanos,Brazil
SNKN,QCP,Currais Novos Airport,Small airport,Currais Novos,Brazil
SGCU,,Curuguaty Airport,Small airport,,Paraguay
SVJJ,,Curujujul Airport,Small airport,Anzoategui,Venezuela
SNQW,,Cururu Airport,Small airport,Jacareacanga,Brazil
SNCU,CPU,Cururupu Airport,Small airport,Cururupu,Brazil
SNQV,,Curvelo Airport,Small airport,Curvelo,Brazil
SJKX,,Cutia Airport,Small airport,Normândia,Brazil
SCYU,,Cuyumaique Airport,Small airport,Purranque,Chile
SAVR,ARR,D. Casimiro Szlapelis Airport,Small airport,Alto Rio Senguerr,Argentina
SDHX,,D'Tapes Airport,Small airport,Tapes,Brazil
SJGX,,Da Praia Velha Airport,Small airport,Camaquã,Brazil
SYDW,,Dadanawa Airport,Small airport,Dadanawa,Guyana
SLDL,,Dalmacia Airport,Small airport,,Bolivia
SWWZ,,Darinha Airport,Small airport,Cascavel,Brazil
SNKF,,Das Bandeirinhas Airport,Small airport,Conselheiro Lafaiete,Brazil
SCBB,,Del Bío Bío Airport,Small airport,Negrete,Chile
SWDV,,Descalvados Airport,Small airport,Cáceres,Brazil
SJNQ,,Destilaria Medasa Airport,Small airport,Medeiros Neto,Brazil
SJZC,,Destilaria São Luiz Airport,Small airport,Maraial,Brazil
SNYS,,Destilaria WD Airport,Small airport,João Pinheiro,Brazil
SNEO,,Dezoito Airport,Small airport,Nerópolis,Brazil
SNDT,DTI,Diamantina Airport,Small airport,Diamantina,Brazil
SWDM,DMT,Diamantino Airport,Small airport,Diamantino,Brazil
SWDN,DNO,Dianópolis Airport,Small airport,Dianópolis,Brazil
SWDU,,Diauarum Airport,Small airport,Barra Do Garças,Brazil
SCLQ,,Diego Portales Airport,Small airport,La Ligua,Chile
SSDC,,Dionísio Cerqueira Airport,Small airport,Dionísio Cerqueira,Brazil
SNDW,,Divisa Airport,Small airport,Encruzilhada,Brazil
SWDW,,Divisão Airport,Small airport,Diamantino,Brazil
SMDJ,DOE,Djumu-Djomoe Airport,Small airport,Djumu-Djomoe,Suriname
SILJ,,Do Gaúcho Airport,Small airport,Laranjal Do Jari,Brazil
SIMQ,,Dois de Maio Airport,Small airport,Corumbá,Brazil
SWDI,,Dois Irmãos Airport,Small airport,Peixe,Brazil
SAZD,,Dolores Airport,Small airport,Dolores,Argentina
SJTZ,,Dom Eliseu Airport,Small airport,Dom Eliseu,Brazil
SNDR,,Domingos Rego Airport,Small airport,Timon,Brazil
SCDD,,Don Dobri Airport,Small airport,Puerto Varas,Chile
SVDB,,Doña Bella Airport,Small airport,,Venezuela
SJQZ,,Dona Iracema Airport,Small airport,Porto Nacional,Brazil
SMDK,,Donderskamp Airstrip,Small airport,Donderskamp,Suriname
SVDM,,Dos Mosquises Airport,Small airport,Isla Los Roques,Venezuela
SBDO,DOU,Dourados Airport,Small airport,Dourados,Brazil
SIDB,,Doutor Almir Lopes de Oliveira Melo Airport,Small airport,Coelho Neto,Brazil
SIII,0,Doutor Heráclito da Motta Luiz Airport,Small airport,Guaíra,Brazil
SJOO,,Doutor João Osmar de Oliveira Airport,Small airport,Comodoro,Brazil
SDJA,,Doutor José Augusto de Arruda Botelho Airport,Small airport,Itirapina,Brazil
SICP,,Doutor Walter Beckert Airport,Small airport,Faxinal,Brazil
SGPJ,PJC,Dr Augusto Roberto Fuster International Airport,Small airport,Pedro Juan Caballero,Paraguay
SAHR,GNR,Dr. Arturo H. Illia Airport,Small airport,General Roca,Argentina
SDDR,QDC,Dracena Airport,Small airport,Dracena,Brazil
SMDA,DRJ,Drietabbetje Airport,Small airport,Drietabbetje,Suriname
SYEB,,Ebini Airport,Small airport,Ebini,Guyana
SJTK,,Ecofly Airport,Small airport,Brotas,Brazil
SWEU,,Ecotur Univini Park Airport,Small airport,Caracaraí,Brazil
SDED,,EDRA do Brasil Airport,Small airport,Ipeúna,Brazil
SWEI,ERN,Eirunepé Airport,Small airport,Eirunepé,Brazil
SCVK,,El Alamo Airport,Small airport,Vichuquen,Chile
SCAB,,El Alba Airport,Small airport,La Lumbrera,Chile
SVAV,,El Alcaravan Airport,Small airport,,Venezuela
SCDL,,El Algarrobo Airport,Small airport,Cabildo,Chile
SCRT,,El Almendro Airport,Small airport,Retiro,Chile
SCEA,,El Amarillo Airport,Small airport,Chaiten,Chile
SCCE,,El Arenal Airport,Small airport,Cauquenes,Chile
SCEV,FRT,El Avellano Airport,Small airport,Frutillar,Chile
SCBU,,El Baúl Airstrip,Small airport,Molina,Chile
SCQL,,El Boco Airport,Small airport,Quillota,Chile
SCBD,,El Boldal Airport,Small airport,Santa Cruz,Chile
SCCA,,El Boldo Airport,Small airport,Cauquenes,Chile
SCBQ,,El Bosque Airport,Small airport,Santiago,Chile
SCSH,,El Budi Airport,Small airport,Teodoro Schmidt,Chile
SCAE,,El Buitre Airport,Small airport,Arica,Chile
SLEC,,El Cairo Airport,Small airport,Yacuma,Bolivia
SVEL,,El Callao (El Perú) Airport,Small airport,,Venezuela
SVEK,,El Capitán Airport,Small airport,,Venezuela
SCKD,,El Cardal Airport,Small airport,Rio Bueno,Chile
SEMO,,El Carmen Airport,Small airport,Montalvo,Ecuador
SVKC,,El Carrao Airport,Small airport,,Venezuela
SCRZ,,El Carrizal Airport,Small airport,Marchigue,Chile
SVEW,,El Cenizo Airport,Small airport,,Venezuela
SVEY,,El Centro Airport,Small airport,,Venezuela
SKEH,ECR,El Charco Airport,Small airport,El Charco,Colombia
SLEA,,El Cocal Airport,Small airport,Yacuma,Bolivia
SA41,,El Colorado Airport,Small airport,El Colorado,Argentina
SLEK,,El Condor Airport,Small airport,Tesoro,Bolivia
SVRZ,,El Corozo Airport,Small airport,,Venezuela
SCEG,,El Corte Airport,Small airport,Talagante,Chile
SLDN,,El Desengano Airport,Small airport,Yacuma,Bolivia
SATD,ELO,El Dorado Airport,Small airport,El Dorado,Argentina
SSMK,,El Dorado Airport,Small airport,Eldorado Do Sul,Brazil
SVMB,,El Embrujo Airport,Small airport,,Venezuela
SLEE,,El Escondido Airport,Small airport,Tesoro,Bolivia
SVEE,,El Esterero Airport,Small airport,El Samán de Apure,Venezuela
SPEE,,El Estrecho Airport,Small airport,,Perú
SVFG,,El Flagelo Airport,Small airport,,Venezuela
SVFR,,El Frío Airport,Small airport,Guarico,Venezuela
SVFT,,El Fuentero Airport,Small airport,,Venezuela
SVEG,,El Guayabo de Cojedes Airport,Small airport,,Venezuela
SVEB,,El Guayabo del Zulia Airport,Small airport,,Venezuela
SCEH,,El Huachi Airport,Small airport,Santa Barbara,Chile
SCVC,,El Indio Airport,Small airport,Vicuña,Chile
SVEJ,,El Jabillal Airport,Small airport,,Venezuela
SUPE,,El Jagüel / Punta del Este Airport,Small airport,Maldonado,Uruguay
SVLU,,El Lechozo Airport,Small airport,El Lechozo,Venezuela
SCUL,,El Litral Airport,Small airport,Bulnes,Chile
SVLC,,El Lucero de Apure Airport,Small airport,El Lucero,Venezuela
SVLE,,El Lucero del Zulia Airport,Small airport,,Venezuela
SAVD,EMX,El Maiten Airport,Small airport,El Maiten,Argentina
SVNG,,El Mango Airport,Small airport,,Venezuela
SVET,,El Manteco Airport,Small airport,,Venezuela
SVRY,,El Merey Airport,Small airport,,Venezuela
SVGR,,El Milagro Carabobo Airport,Small airport,,Venezuela
SVMK,,El Milagro Cojedes Airport,Small airport,,Venezuela
SVMO,,El Milagro Oeste Airport,Small airport,,Venezuela
SVML,,El Milagro Sureste Airport,Small airport,,Venezuela
SCPV,PUX,El Mirador Airport,Small airport,Puerto Varas,Chile
SVNR,,El Morichal Airport,Small airport,,Venezuela
SVHO,,El Oasis Airport,Small airport,La Palmita,Venezuela
SKCH,,El Pacífico Airport,Small airport,Cartagena Del Chiara,Colombia
SVEP,,El Palmar Airport,Small airport,,Venezuela
SLEO,,El Paraiso Airport,Small airport,Yacuma,Bolivia
SVEM,,El Paraiso Airport,Small airport,El Paraiso,Venezuela
SVPQ,,El Pardillero Airport,Small airport,,Venezuela
SCJV,,El Parrón Airport,Small airport,San Javier,Chile
SPTP,,El Pato Air Base,Small airport,El Pato,Perú
SVPI,,El Paují Airport,Small airport,,Venezuela
SLEP,,El Peru Airport,Small airport,Yacuma,Bolivia
SVPX,,El Piñal Airport,Small airport,,Venezuela
SA07,,El Porton Airport,Small airport,Buta Ranquil,Argentina
SLPW,,El Porvenir Sur Airport,Small airport,Luis Calvo,Bolivia
SCEP,,El Principal Airport,Small airport,Pirque,Chile
SVPG,,El Progreso Airport,Small airport,,Venezuela
SVPL,,El Pueblito Airport,Small airport,,Venezuela
SLEH,,El Rancho Airport,Small airport,Mamore,Bolivia
SKNA,LMC,El Refugio/La Macarena Airport,Small airport,La Macarena,Colombia
SVER,,El Respiro Airport,Small airport,,Venezuela
SVRC,,El Rocío Airport,Small airport,,Venezuela
SCRS,,El Rosario Airport,Small airport,Cartagena,Chile
SVRO,,El Rosario Airport,Small airport,,Venezuela
SCSL,,El Salar Airport,Small airport,Salar De Atacama,Chile
SCEO,,El Salto Airport,Small airport,Parral,Chile
